wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_ zaszczepionych;%_zaszczepionych_pe�n�_dawk�
14;mazowieckie;1409;lipski;1409012;gm.w Chotcza;Radomski;2333;817;792;35,0193;33,9477
26;świętokrzyskie;2604;kielecki;2604073;gm.m-w. Łagów;Kielecki;6812;2573;2312;37,7716;33,9401
6;lubelskie;606;krasnostawski;606052;gm.w Krasnystaw;Chełmski;8460;3120;2870;36,8794;33,9243
20;podlaskie;2005;hajnowski;2005032;gm.w Czeremcha;Białostocki;3064;1103;1039;35,9987;33,9099
20;podlaskie;2011;sokólski;2011022;gm.w Janów;Białostocki;4002;1466;1357;36,6317;33,908
12;małopolskie;1201;bocheński;1201092;gm.w Żegocina;Tarnowski;5582;1974;1891;35,3637;33,8767
6;lubelskie;620;zamojski;620062;gm.w Miączyn;Zamojski;5667;2076;1919;36,6331;33,8627
14;mazowieckie;1425;radomski;1425072;gm.w Kowala;Radomski;12273;4327;4154;35,2563;33,8467
18;podkarpackie;1804;jarosławski;1804062;gm.w Pawłosiów;Przemyski;8429;3085;2849;36,5998;33,8
14;mazowieckie;1425;radomski;1425052;gm.w Jedlińsk;Radomski;14623;5270;4942;36,0391;33,7961
6;lubelskie;603;chełmski;603092;gm.w Ruda-Huta;Chełmski;4474;1591;1512;35,561;33,7953
28;warmińsko-mazurskie;2810;mrągowski;2810032;gm.w Mrągowo;Olsztyński;8023;2884;2711;35,9467;33,7904
14;mazowieckie;1428;sochaczewski;1428032;gm.w Iłów;Płocki;6118;2244;2066;36,6787;33,7692
6;lubelskie;620;zamojski;620052;gm.w Łabunie;Zamojski;6190;2217;2090;35,8158;33,7641
6;lubelskie;607;kraśnicki;607042;gm.w Gościeradów;Tarnobrzeski;7153;2547;2414;35,6074;33,7481
20;podlaskie;2005;hajnowski;2005082;gm.w Narew;Białostocki;3417;1210;1153;35,4112;33,743
6;lubelskie;601;bialski;601192;gm.w Zalesie;Bialskopodlaski;4378;1586;1477;36,2266;33,7369
14;mazowieckie;1425;radomski;1425042;gm.w Jastrzębia;Radomski;7016;2517;2366;35,8751;33,7229
6;lubelskie;603;chełmski;603142;gm.w Żmudź;Chełmski;3022;1078;1019;35,6717;33,7194
6;lubelskie;620;zamojski;620092;gm.w Sitno;Zamojski;6719;2436;2264;36,2554;33,6955
12;małopolskie;1216;tarnowski;1216013;gm.m-w. Ciężkowice;Tarnowski;11237;4064;3785;36,1662;33,6834
14;mazowieckie;1430;szydłowiecki;1430022;gm.w Jastrząb;Radomski;5158;1873;1737;36,3125;33,6758
14;mazowieckie;1416;ostrowski;1416043;gm.m-w. Brok;Ostrołęcki;2780;1025;935;36,8705;33,6331
16;opolskie;1603;kędzierzyńsko-kozielski;1603062;gm.w Reńska Wieś;Opolski;8299;2926;2791;35,2573;33,6306
10;łódzkie;1013;rawski;1013032;gm.w Cielądz;Skierniewicki;3950;1438;1328;36,4051;33,6203
6;lubelskie;618;tomaszowski;618072;gm.w Rachanie;Zamojski;5000;1758;1680;35,16;33,6
12;małopolskie;1210;nowosądecki;1210163;gm.m-w. Stary Sącz;Nowosądecki;23793;8414;7991;35,3633;33,5855
22;pomorskie;2213;starogardzki;2213042;gm.w Bobowo;Gdański;3199;1163;1074;36,3551;33,573
20;podlaskie;2012;suwalski;2012022;gm.w Filipów;Suwalski;4212;1472;1414;34,9478;33,5708
20;podlaskie;2014;zambrowski;2014032;gm.w Rutki;Łomżyński;5427;1996;1821;36,7791;33,5544
6;lubelskie;607;kraśnicki;607072;gm.w Trzydnik Duży;Tarnobrzeski;6390;2262;2144;35,3991;33,5524
18;podkarpackie;1813;przemyski;1813082;gm.w Przemyśl;Przemyski;10709;3798;3592;35,4655;33,5419
6;lubelskie;609;lubelski;609152;gm.w Wysokie;Zamojski;4353;1544;1460;35,4698;33,5401
18;podkarpackie;1816;rzeszowski;1816102;gm.w Lubenia;Rzeszowski;6432;2267;2157;35,2456;33,5354
10;łódzkie;1001;bełchatowski;1001042;gm.w Kleszczów;Piotrkowski;6418;2298;2152;35,8055;33,5307
18;podkarpackie;1811;mielecki;1811022;gm.w Borowa;Rzeszowski;5490;1971;1839;35,9016;33,4973
18;podkarpackie;1820;tarnobrzeski;1820022;gm.w Gorzyce;Tarnobrzeski;13050;4632;4370;35,4943;33,4866
6;lubelskie;620;zamojski;620133;gm.m-w. Szczebrzeszyn;Zamojski;11083;3953;3711;35,6672;33,4837
24;śląskie;2405;gliwicki;2405082;gm.w Wielowieś;Katowicki;5821;2064;1948;35,4578;33,465
6;lubelskie;608;lubartowski;608082;gm.w Michów;Lubelski;5751;2095;1924;36,4284;33,4551
12;małopolskie;1210;nowosądecki;1210152;gm.w Rytro;Nowosądecki;3752;1332;1254;35,5011;33,4222
14;mazowieckie;1422;przasnyski;1422062;gm.w Krzynowłoga Mała;Ostrołęcki;3417;1284;1142;37,5768;33,4211
20;podlaskie;2011;sokólski;2011032;gm.w Korycin;Białostocki;3172;1124;1060;35,4351;33,4174
20;podlaskie;2003;bielski;2003072;gm.w Rudka;Białostocki;1851;670;618;36,1967;33,3874
6;lubelskie;603;chełmski;603153;gm.m-w. Rejowiec;Chełmski;6295;2230;2099;35,4249;33,3439
14;mazowieckie;1430;szydłowiecki;1430042;gm.w Orońsko;Radomski;5953;2111;1984;35,4611;33,3277
6;lubelskie;620;zamojski;620102;gm.w Skierbieszów;Zamojski;5086;1832;1695;36,0204;33,3268
14;mazowieckie;1436;zwoleński;1436042;gm.w Tczów;Radomski;4874;1764;1623;36,192;33,2991
12;małopolskie;1207;limanowski;1207042;gm.w Jodłownik;Nowosądecki;8717;3051;2901;35,0006;33,2798
30;wielkopolskie;3007;kaliski;3007102;gm.w Szczytniki;Kaliski;7797;2816;2594;36,1165;33,2692
14;mazowieckie;1425;radomski;1425103;gm.m-w. Skaryszew;Radomski;14821;5302;4928;35,7736;33,2501
6;lubelskie;615;radzyński;615082;gm.w Wohyń;Bialskopodlaski;6501;2296;2156;35,3176;33,1641
12;małopolskie;1216;tarnowski;1216053;gm.m-w. Radłów;Tarnowski;9604;3384;3184;35,2353;33,1529
30;wielkopolskie;3027;turecki;3027052;gm.w Malanów;Koniński;6547;2397;2169;36,6122;33,1297
6;lubelskie;610;łęczyński;610042;gm.w Milejów;Lubelski;9029;3239;2989;35,8733;33,1044
26;świętokrzyskie;2604;kielecki;2604082;gm.w Łopuszno;Kielecki;8924;3197;2953;35,8247;33,0905
14;mazowieckie;1426;siedlecki;1426042;gm.w Mokobody;Siedlecki;4922;1799;1628;36,5502;33,076
28;warmińsko-mazurskie;2816;piski;2816013;gm.m-w. Biała Piska;Suwalski;11534;4134;3813;35,8419;33,0588
6;lubelskie;607;kraśnicki;607062;gm.w Szastarka;Tarnobrzeski;5733;1991;1895;34,7288;33,0542
14;mazowieckie;1409;lipski;1409022;gm.w Ciepielów;Radomski;5504;1984;1819;36,0465;33,0487
30;wielkopolskie;3012;krotoszyński;3012052;gm.w Rozdrażew;Kaliski;5151;1861;1702;36,1289;33,0421
2;dolnośląskie;225;zgorzelecki;225043;gm.m-w. Pieńsk;Jeleniogórski;9025;3303;2982;36,5983;33,0416
20;podlaskie;2008;moniecki;2008013;gm.m-w. Goniądz;Łomżyński;4897;1709;1617;34,8989;33,0202
6;lubelskie;601;bialski;601032;gm.w Biała Podlaska;Bialskopodlaski;14542;5122;4801;35,2221;33,0147
20;podlaskie;2001;augustowski;2001052;gm.w Nowinka;Suwalski;2942;1011;971;34,3644;33,0048
14;mazowieckie;1422;przasnyski;1422023;gm.m-w. Chorzele;Ostrołęcki;10075;3589;3323;35,6228;32,9826
6;lubelskie;620;zamojski;620122;gm.w Sułów;Zamojski;4401;1547;1451;35,1511;32,9698
14;mazowieckie;1410;łosicki;1410012;gm.w Huszlew;Bialskopodlaski;2780;1013;916;36,4388;32,9496
18;podkarpackie;1802;brzozowski;1802013;gm.m-w. Brzozów;Krośnieński;26553;9251;8744;34,8398;32,9304
10;łódzkie;1014;sieradzki;1014032;gm.w Brąszewice;Sieradzki;4466;1570;1470;35,1545;32,9154
12;małopolskie;1202;brzeski;1202062;gm.w Iwkowa;Tarnowski;6512;2321;2143;35,6419;32,9085
6;lubelskie;603;chełmski;603113;gm.m-w. Siedliszcze;Chełmski;6768;2389;2227;35,2985;32,9048
20;podlaskie;2009;sejneński;2009032;gm.w Krasnopol;Suwalski;3756;1334;1235;35,5165;32,8807
12;małopolskie;1204;dąbrowski;1204073;gm.m-w. Szczucin;Tarnowski;13103;4596;4308;35,0759;32,878
22;pomorskie;2212;słupski;2212042;gm.w Główczyce;Słupski;8880;3090;2919;34,7973;32,8716
14;mazowieckie;1425;radomski;1425122;gm.w Wolanów;Radomski;8894;3164;2923;35,5745;32,8649
14;mazowieckie;1433;węgrowski;1433022;gm.w Grębków;Siedlecki;4401;1566;1445;35,5828;32,8334
18;podkarpackie;1820;tarnobrzeski;1820013;gm.m-w. Baranów Sandomierski;Tarnobrzeski;11770;4203;3863;35,7094;32,8207
16;opolskie;1605;krapkowicki;1605032;gm.w Strzeleczki;Opolski;7341;2540;2407;34,6002;32,7884
6;lubelskie;601;bialski;601172;gm.w Tuczna;Bialskopodlaski;2958;1009;969;34,1109;32,7586
20;podlaskie;2005;hajnowski;2005052;gm.w Dubicze Cerkiewne;Białostocki;1433;496;469;34,6127;32,7285
6;lubelskie;618;tomaszowski;618112;gm.w Tomaszów Lubelski;Zamojski;11292;3966;3694;35,1222;32,7134
14;mazowieckie;1407;kozienicki;1407022;gm.w Głowaczów;Radomski;7060;2530;2308;35,8357;32,6912
22;pomorskie;2201;bytowski;2201052;gm.w Lipnica;Słupski;5202;1807;1699;34,7366;32,6605
20;podlaskie;2008;moniecki;2008043;gm.m-w. Knyszyn;Białostocki;4713;1619;1538;34,3518;32,6331
26;świętokrzyskie;2604;kielecki;2604112;gm.w Mniów;Kielecki;9341;3230;3047;34,5787;32,6196
6;lubelskie;603;chełmski;603032;gm.w Chełm;Chełmski;15099;5220;4923;34,5718;32,6048
10;łódzkie;1001;bełchatowski;1001052;gm.w Kluki;Piotrkowski;4418;1516;1440;34,3142;32,5939
12;małopolskie;1205;gorlicki;1205033;gm.m-w. Bobowa;Nowosądecki;9805;3480;3195;35,4921;32,5854
18;podkarpackie;1820;tarnobrzeski;1820043;gm.m-w. Nowa Dęba;Tarnobrzeski;17890;6100;5828;34,0973;32,5769
20;podlaskie;2009;sejneński;2009052;gm.w Sejny;Suwalski;3933;1355;1281;34,4521;32,5706
12;małopolskie;1210;nowosądecki;1210052;gm.w Kamionka Wielka;Nowosądecki;10485;3568;3413;34,0296;32,5513
12;małopolskie;1211;nowotarski;1211082;gm.w Łapsze Niżne;Nowosądecki;9355;3168;3043;33,8642;32,5281
6;lubelskie;601;bialski;601122;gm.w Rokitno;Bialskopodlaski;2933;995;953;33,9243;32,4923
14;mazowieckie;1434;wołomiński;1434082;gm.w Poświętne;Siedlecki;6239;2203;2027;35,3101;32,4892
18;podkarpackie;1816;rzeszowski;1816052;gm.w Dynów;Przemyski;6836;2338;2217;34,2013;32,4312
18;podkarpackie;1821;leski;1821052;gm.w Solina;Krośnieński;5310;1814;1722;34,162;32,4294
12;małopolskie;1210;nowosądecki;1210032;gm.w Gródek nad Dunajcem;Nowosądecki;9243;3173;2994;34,3287;32,3921
6;lubelskie;612;opolski;612012;gm.w Chodel;Lubelski;6536;2239;2117;34,2564;32,3898
18;podkarpackie;1813;przemyski;1813062;gm.w Medyka;Przemyski;6559;2244;2123;34,2125;32,3677
26;świętokrzyskie;2606;opatowski;2606072;gm.w Tarłów;Tarnobrzeski;5067;1811;1638;35,7411;32,3268
12;małopolskie;1210;nowosądecki;1210092;gm.w Łącko;Nowosądecki;16579;5662;5350;34,1516;32,2697
20;podlaskie;2005;hajnowski;2005092;gm.w Narewka;Białostocki;3530;1186;1139;33,5977;32,2663
22;pomorskie;2207;kwidzyński;2207022;gm.w Gardeja;Elbląski;8387;2949;2703;35,1616;32,2284
6;lubelskie;616;rycki;616022;gm.w Kłoczew;Siedlecki;7125;2466;2296;34,6105;32,2246
20;podlaskie;2012;suwalski;2012032;gm.w Jeleniewo;Suwalski;3156;1074;1017;34,0304;32,2243
18;podkarpackie;1804;jarosławski;1804042;gm.w Jarosław;Przemyski;13228;4534;4259;34,2758;32,1969
18;podkarpackie;1816;rzeszowski;1816063;gm.m-w. Głogów Małopolski;Rzeszowski;19945;6789;6421;34,0386;32,1935
10;łódzkie;1012;radomszczański;1012142;gm.w Żytno;Częstochowski;5080;1895;1635;37,3031;32,185
18;podkarpackie;1817;sanocki;1817042;gm.w Komańcza;Krośnieński;4466;1498;1437;33,5423;32,1764
6;lubelskie;602;biłgorajski;602112;gm.w Potok Górny;Zamojski;5314;1831;1708;34,4562;32,1415
18;podkarpackie;1811;mielecki;1811062;gm.w Padew Narodowa;Tarnobrzeski;5358;1863;1722;34,7704;32,1389
14;mazowieckie;1436;zwoleński;1436012;gm.w Kazanów;Radomski;4475;1568;1437;35,0391;32,1117
20;podlaskie;2007;łomżyński;2007082;gm.w Wizna;Łomżyński;3946;1331;1267;33,7304;32,1085
18;podkarpackie;1811;mielecki;1811042;gm.w Gawłuszowice;Rzeszowski;2722;936;873;34,3865;32,072
18;podkarpackie;1809;lubaczowski;1809072;gm.w Stary Dzików;Przemyski;4120;1396;1321;33,8835;32,0631
12;małopolskie;1207;limanowski;1207122;gm.w Tymbark;Nowosądecki;6608;2269;2117;34,3372;32,0369
18;podkarpackie;1821;leski;1821033;gm.m-w. Lesko;Krośnieński;11262;3857;3608;34,2479;32,0369
18;podkarpackie;1807;krośnieński;1807072;gm.w Miejsce Piastowe;Krośnieński;13705;4699;4390;34,2868;32,0321
18;podkarpackie;1801;bieszczadzki;1801083;gm.m-w. Ustrzyki Dolne;Krośnieński;17074;5833;5469;34,1631;32,0312
18;podkarpackie;1805;jasielski;1805042;gm.w Jasło;Krośnieński;16227;5480;5196;33,7709;32,0207
16;opolskie;1603;kędzierzyńsko-kozielski;1603032;gm.w Cisek;Opolski;5553;1892;1778;34,0717;32,0187
20;podlaskie;2005;hajnowski;2005073;gm.m-w. Kleszczele;Białostocki;2408;815;771;33,8455;32,0183
22;pomorskie;2213;starogardzki;2213132;gm.w Zblewo;Gdański;11959;4097;3826;34,2587;31,9926
18;podkarpackie;1814;przeworski;1814022;gm.w Adamówka;Przemyski;4025;1414;1287;35,1304;31,9752
18;podkarpackie;1818;stalowowolski;1818042;gm.w Radomyśl nad Sanem;Tarnobrzeski;7331;2502;2344;34,129;31,9738
28;warmińsko-mazurskie;2813;olecki;2813052;gm.w Świętajno;Suwalski;3906;1350;1248;34,5622;31,9508
22;pomorskie;2201;bytowski;2201012;gm.w Borzytuchom;Słupski;3399;1149;1086;33,8041;31,9506
18;podkarpackie;1813;przemyski;1813023;gm.m-w. Dubiecko;Przemyski;9139;3089;2919;33,8002;31,94
18;podkarpackie;1807;krośnieński;1807043;gm.m-w. Jedlicze;Krośnieński;15335;5200;4897;33,9094;31,9335
20;podlaskie;2012;suwalski;2012052;gm.w Raczki;Suwalski;5860;2027;1871;34,5904;31,9283
22;pomorskie;2215;wejherowski;2215062;gm.w Linia;Gdański;6459;2214;2062;34,2778;31,9244
6;lubelskie;605;janowski;605072;gm.w Potok Wielki;Tarnobrzeski;4561;1560;1455;34,203;31,9009
26;świętokrzyskie;2605;konecki;2605072;gm.w Smyków;Kielecki;3768;1319;1202;35,0053;31,9002
12;małopolskie;1216;tarnowski;1216162;gm.w Szerzyny;Tarnowski;7888;2699;2515;34,2165;31,8839
6;lubelskie;620;zamojski;620082;gm.w Radecznica;Zamojski;5532;1875;1763;33,8937;31,8691
14;mazowieckie;1430;szydłowiecki;1430012;gm.w Chlewiska;Radomski;5865;2066;1869;35,2259;31,867
6;lubelskie;603;chełmski;603042;gm.w Dorohusk;Chełmski;6321;2103;2014;33,2701;31,862
26;świętokrzyskie;2605;konecki;2605043;gm.m-w. Radoszyce;Kielecki;8760;3050;2791;34,8174;31,8607
6;lubelskie;613;parczewski;613012;gm.w Dębowa Kłoda;Bialskopodlaski;3880;1325;1236;34,1495;31,8557
18;podkarpackie;1805;jasielski;1805092;gm.w Skołyszyn;Krośnieński;12518;4244;3987;33,9032;31,8501
12;małopolskie;1210;nowosądecki;1210042;gm.w Grybów;Nowosądecki;25618;8686;8157;33,9058;31,8409
18;podkarpackie;1807;krośnieński;1807062;gm.w Krościenko Wyżne;Krośnieński;5601;1886;1783;33,6726;31,8336
18;podkarpackie;1813;przemyski;1813072;gm.w Orły;Przemyski;8873;3063;2821;34,5205;31,7931
18;podkarpackie;1810;łańcucki;1810022;gm.w Białobrzegi;Rzeszowski;8733;2945;2775;33,7227;31,776
18;podkarpackie;1814;przeworski;1814032;gm.w Gać;Przemyski;4576;1557;1454;34,0253;31,7745
12;małopolskie;1216;tarnowski;1216103;gm.m-w. Tuchów;Tarnowski;17809;5972;5652;33,5336;31,7368
18;podkarpackie;1813;przemyski;1813032;gm.w Fredropol;Przemyski;5393;1845;1711;34,211;31,7263
10;łódzkie;1014;sieradzki;1014062;gm.w Goszczanów;Sieradzki;5419;1870;1718;34,5082;31,7033
6;lubelskie;615;radzyński;615032;gm.w Czemierniki;Bialskopodlaski;4265;1415;1352;33,177;31,6999
20;podlaskie;2007;łomżyński;2007022;gm.w Łomża;Łomżyński;11254;3769;3564;33,4903;31,6687
14;mazowieckie;1410;łosicki;1410042;gm.w Platerów;Bialskopodlaski;4825;1652;1528;34,2383;31,6684
6;lubelskie;611;łukowski;611032;gm.w Adamów;Siedlecki;5511;1942;1745;35,2386;31,6639
12;małopolskie;1202;brzeski;1202042;gm.w Dębno;Tarnowski;14751;4959;4666;33,6181;31,6318
6;lubelskie;608;lubartowski;608053;gm.m-w. Kamionka;Lubelski;6491;2180;2048;33,585;31,5514
18;podkarpackie;1803;dębicki;1803042;gm.w Dębica;Tarnowski;25880;8698;8164;33,609;31,5456
14;mazowieckie;1425;radomski;1425082;gm.w Pionki;Radomski;9932;3444;3132;34,6758;31,5344
6;lubelskie;609;lubelski;609022;gm.w Borzechów;Lubelski;3777;1280;1191;33,8893;31,533
14;mazowieckie;1416;ostrowski;1416072;gm.w Ostrów Mazowiecka;Ostrołęcki;12880;4394;4061;34,1149;31,5295
18;podkarpackie;1821;leski;1821012;gm.w Baligród;Krośnieński;3150;1043;991;33,1111;31,4603
20;podlaskie;2010;siemiatycki;2010042;gm.w Grodzisk;Białostocki;4134;1385;1300;33,5027;31,4465
20;podlaskie;2003;bielski;2003052;gm.w Brańsk;Białostocki;5566;1890;1750;33,9562;31,4409
12;małopolskie;1207;limanowski;1207092;gm.w Mszana Dolna;Nowosądecki;17618;5899;5539;33,4828;31,4394
18;podkarpackie;1816;rzeszowski;1816023;gm.m-w. Błażowa;Rzeszowski;10835;3556;3403;32,8196;31,4075
18;podkarpackie;1816;rzeszowski;1816042;gm.w Chmielnik;Rzeszowski;6968;2322;2187;33,3238;31,3863
20;podlaskie;2013;wysokomazowiecki;2013102;gm.w Wysokie Mazowieckie;Łomżyński;5465;1815;1715;33,2113;31,3815
14;mazowieckie;1415;ostrołęcki;1415012;gm.w Baranowo;Ostrołęcki;6460;2228;2027;34,4892;31,3777
30;wielkopolskie;3013;leszczyński;3013062;gm.w Wijewo;Leszczyński;3863;1355;1212;35,0764;31,3746
28;warmińsko-mazurskie;2805;ełcki;2805032;gm.w Kalinowo;Suwalski;6670;2245;2092;33,6582;31,3643
12;małopolskie;1207;limanowski;1207032;gm.w Dobra;Nowosądecki;10037;3382;3148;33,6953;31,364
14;mazowieckie;1423;przysuski;1423052;gm.w Potworów;Radomski;4194;1434;1314;34,1917;31,3305
10;łódzkie;1016;tomaszowski;1016032;gm.w Budziszewice;Piotrkowski;2161;773;676;35,7705;31,2818
14;mazowieckie;1419;płocki;1419112;gm.w Słubice;Płocki;4415;1547;1381;35,0396;31,2797
22;pomorskie;2207;kwidzyński;2207062;gm.w Sadlinki;Elbląski;6002;2013;1877;33,5388;31,2729
18;podkarpackie;1811;mielecki;1811073;gm.m-w. Przecław;Rzeszowski;12014;3981;3757;33,1363;31,2718
18;podkarpackie;1817;sanocki;1817073;gm.m-w. Zagórz;Krośnieński;13072;4278;4086;32,7264;31,2576
18;podkarpackie;1810;łańcucki;1810032;gm.w Czarna;Rzeszowski;11902;3942;3719;33,1205;31,2468
20;podlaskie;2014;zambrowski;2014052;gm.w Zambrów;Łomżyński;8784;2978;2744;33,9026;31,2386
6;lubelskie;610;łęczyński;610012;gm.w Cyców;Chełmski;7879;2619;2459;33,2403;31,2095
18;podkarpackie;1812;niżański;1812053;gm.m-w. Nisko;Tarnobrzeski;22186;7346;6923;33,111;31,2044
12;małopolskie;1205;gorlicki;1205062;gm.w Łużna;Nowosądecki;8517;2818;2657;33,0868;31,1964
14;mazowieckie;1425;radomski;1425092;gm.w Przytyk;Radomski;7290;2467;2273;33,8409;31,1797
20;podlaskie;2010;siemiatycki;2010032;gm.w Dziadkowice;Białostocki;2688;884;837;32,8869;31,1384
20;podlaskie;2014;zambrowski;2014022;gm.w Kołaki Kościelne;Łomżyński;2300;755;716;32,8261;31,1304
20;podlaskie;2010;siemiatycki;2010082;gm.w Perlejewo;Łomżyński;2726;916;848;33,6023;31,1079
20;podlaskie;2013;wysokomazowiecki;2013072;gm.w Nowe Piekuty;Łomżyński;3816;1262;1186;33,0713;31,0797
6;lubelskie;607;kraśnicki;607052;gm.w Kraśnik;Lubelski;7252;2362;2252;32,5703;31,0535
20;podlaskie;2004;grajewski;2004011;Grajewo;Łomżyński;21709;7215;6721;33,2351;30,9595
18;podkarpackie;1813;przemyski;1813042;gm.w Krasiczyn;Przemyski;5172;1694;1601;32,7533;30,9551
18;podkarpackie;1814;przeworski;1814073;gm.m-w. Sieniawa;Przemyski;7022;2297;2172;32,7115;30,9314
6;lubelskie;602;biłgorajski;602102;gm.w Obsza;Zamojski;4214;1366;1302;32,4158;30,897
20;podlaskie;2014;zambrowski;2014042;gm.w Szumowo;Łomżyński;4759;1610;1470;33,8306;30,8888
6;lubelskie;603;chełmski;603102;gm.w Sawin;Chełmski;5417;1802;1672;33,2656;30,8658
12;małopolskie;1205;gorlicki;1205023;gm.m-w. Biecz;Krośnieński;16742;5465;5166;32,6425;30,8565
6;lubelskie;610;łęczyński;610052;gm.w Puchaczów;Lubelski;5704;1871;1760;32,8015;30,8555
12;małopolskie;1216;tarnowski;1216032;gm.w Lisia Góra;Tarnowski;15432;5037;4761;32,64;30,8515
28;warmińsko-mazurskie;2817;szczycieński;2817083;gm.m-w. Wielbark;Olsztyński;6456;2218;1991;34,3556;30,8395
6;lubelskie;605;janowski;605012;gm.w Batorz;Tarnobrzeski;3227;1119;995;34,6762;30,8336
16;opolskie;1610;prudnicki;1610013;gm.m-w. Biała;Opolski;10544;3406;3250;32,3027;30,8232
18;podkarpackie;1817;sanocki;1817082;gm.w Zarszyn;Krośnieński;9240;3002;2848;32,4892;30,8225
14;mazowieckie;1426;siedlecki;1426082;gm.w Siedlce;Siedlecki;18671;6143;5754;32,9013;30,8178
20;podlaskie;2004;grajewski;2004053;gm.m-w. Szczuczyn;Łomżyński;5994;1955;1847;32,6159;30,8141
6;lubelskie;607;kraśnicki;607102;gm.w Zakrzówek;Lubelski;6404;2138;1971;33,3854;30,7776
18;podkarpackie;1809;lubaczowski;1809042;gm.w Lubaczów;Przemyski;9168;3005;2821;32,7771;30,7701
6;lubelskie;611;łukowski;611082;gm.w Stoczek Łukowski;Siedlecki;7744;2549;2382;32,9158;30,7593
18;podkarpackie;1804;jarosławski;1804032;gm.w Chłopice;Przemyski;5524;1834;1697;33,2006;30,7205
20;podlaskie;2012;suwalski;2012082;gm.w Szypliszki;Suwalski;3884;1258;1193;32,3893;30,7158
16;opolskie;1608;oleski;1608013;gm.m-w. Dobrodzień;Częstochowski;9737;3136;2990;32,207;30,7076
30;wielkopolskie;3007;kaliski;3007022;gm.w Brzeziny;Kaliski;5792;1851;1771;31,9579;30,5767
14;mazowieckie;1425;radomski;1425022;gm.w Gózd;Radomski;9070;3120;2772;34,3991;30,5623
24;śląskie;2403;cieszyński;2403092;gm.w Istebna;Bielski;12184;4119;3715;33,8066;30,4908
16;opolskie;1605;krapkowicki;1605042;gm.w Walce;Opolski;5374;1732;1637;32,2293;30,4615
20;podlaskie;2004;grajewski;2004043;gm.m-w. Rajgród;Łomżyński;5115;1655;1557;32,3558;30,4399
6;lubelskie;608;lubartowski;608103;gm.m-w. Ostrów Lubelski;Lubelski;5226;1722;1587;32,9506;30,3674
28;warmińsko-mazurskie;2810;mrągowski;2810042;gm.w Piecki;Olsztyński;7555;2460;2294;32,5612;30,364
20;podlaskie;2002;białostocki;2002082;gm.w Poświętne;Białostocki;3340;1103;1014;33,024;30,3593
12;małopolskie;1216;tarnowski;1216122;gm.w Wietrzychowice;Tarnowski;3924;1257;1191;32,0336;30,3517
14;mazowieckie;1426;siedlecki;1426012;gm.w Domanice;Siedlecki;2620;843;795;32,1756;30,3435
12;małopolskie;1207;limanowski;1207072;gm.w Limanowa;Nowosądecki;25797;8327;7822;32,2789;30,3214
14;mazowieckie;1422;przasnyski;1422042;gm.w Jednorożec;Ostrołęcki;7023;2326;2128;33,1197;30,3004
24;śląskie;2407;lubliniecki;2407032;gm.w Ciasna;Częstochowski;7388;2409;2238;32,6069;30,2924
24;śląskie;2407;lubliniecki;2407072;gm.w Pawonków;Częstochowski;6615;2132;2000;32,2298;30,2343
18;podkarpackie;1807;krośnieński;1807023;gm.m-w. Dukla;Krośnieński;14476;4645;4375;32,0876;30,2224
6;lubelskie;613;parczewski;613062;gm.w Siemień;Bialskopodlaski;4451;1415;1345;31,7906;30,2179
28;warmińsko-mazurskie;2805;ełcki;2805022;gm.w Ełk;Suwalski;11910;3815;3596;32,0319;30,1931
14;mazowieckie;1426;siedlecki;1426122;gm.w Wodynie;Siedlecki;4382;1456;1323;33,2268;30,1917
20;podlaskie;2005;hajnowski;2005062;gm.w Hajnówka;Białostocki;3817;1204;1152;31,5431;30,1808
14;mazowieckie;1410;łosicki;1410062;gm.w Stara Kornica;Bialskopodlaski;4696;1657;1416;35,2853;30,1533
20;podlaskie;2010;siemiatycki;2010072;gm.w Nurzec-Stacja;Białostocki;3688;1188;1112;32,2126;30,1518
18;podkarpackie;1812;niżański;1812012;gm.w Harasiuki;Tarnobrzeski;6049;1966;1823;32,5012;30,1372
14;mazowieckie;1426;siedlecki;1426032;gm.w Kotuń;Siedlecki;8490;2787;2558;32,8269;30,1296
12;małopolskie;1204;dąbrowski;1204023;gm.m-w. Dąbrowa Tarnowska;Tarnowski;21187;6898;6382;32,5577;30,1222
18;podkarpackie;1813;przemyski;1813052;gm.w Krzywcza;Przemyski;4801;1549;1446;32,2641;30,1187
