wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_ zaszczepionych;%_zaszczepionych_pe�n�_dawk�
14;mazowieckie;1413;mławski;1413092;gm.w Wieczfnia Kościelna;Ciechanowski;3996;1578;1464;39,4895;36,6366
22;pomorskie;2215;wejherowski;2215052;gm.w Gniewino;Gdański;7456;2934;2731;39,3509;36,6282
14;mazowieckie;1403;garwoliński;1403052;gm.w Górzno;Siedlecki;6557;2577;2401;39,3015;36,6174
8;lubuskie;807;sulęciński;807032;gm.w Słońsk;Gorzowski;4774;1892;1748;39,6313;36,615
16;opolskie;1609;opolski;1609062;gm.w Murów;Opolski;5277;2028;1931;38,4309;36,5928
14;mazowieckie;1429;sokołowski;1429082;gm.w Sokołów Podlaski;Siedlecki;6037;2321;2209;38,4462;36,591
14;mazowieckie;1420;płoński;1420102;gm.w Raciąż;Ciechanowski;8218;3236;3006;39,377;36,5782
14;mazowieckie;1402;ciechanowski;1402062;gm.w Ojrzeń;Ciechanowski;4279;1691;1565;39,5186;36,574
28;warmińsko-mazurskie;2802;braniewski;2802042;gm.w Lelkowo;Elbląski;2763;1110;1010;40,1737;36,5545
2;dolnośląskie;216;polkowicki;216022;gm.w Gaworzyce;Legnicki;3959;1523;1447;38,4693;36,5496
18;podkarpackie;1816;rzeszowski;1816011;Dynów;Przemyski;6063;2292;2215;37,8031;36,5331
14;mazowieckie;1413;mławski;1413102;gm.w Wiśniewo;Ciechanowski;5196;2114;1898;40,6851;36,5281
2;dolnośląskie;214;oleśnicki;214042;gm.w Dziadowa Kłoda;Kaliski;4598;1797;1679;39,0822;36,5159
18;podkarpackie;1809;lubaczowski;1809053;gm.m-w. Narol;Przemyski;7871;3073;2873;39,0421;36,5011
12;małopolskie;1215;suski;1215052;gm.w Jordanów;Nowosądecki;11240;4349;4102;38,6922;36,4947
14;mazowieckie;1410;łosicki;1410052;gm.w Sarnaki;Bialskopodlaski;4602;1778;1679;38,6354;36,4841
32;zachodniopomorskie;3201;białogardzki;3201033;gm.m-w. Karlino;Koszaliński;9093;3538;3317;38,9091;36,4786
20;podlaskie;2010;siemiatycki;2010011;Siemiatycze;Białostocki;14210;5452;5183;38,3673;36,4743
14;mazowieckie;1413;mławski;1413062;gm.w Stupsk;Ciechanowski;4820;1862;1758;38,6307;36,473
32;zachodniopomorskie;3204;goleniowski;3204033;gm.m-w. Maszewo;Szczeciński;8768;3417;3196;38,9713;36,4507
22;pomorskie;2214;tczewski;2214032;gm.w Morzeszczyn;Gdański;3649;1431;1329;39,2162;36,4209
6;lubelskie;606;krasnostawski;606062;gm.w Kraśniczyn;Chełmski;3573;1409;1301;39,4346;36,412
14;mazowieckie;1436;zwoleński;1436022;gm.w Policzna;Radomski;5419;2154;1973;39,749;36,4089
10;łódzkie;1019;zduńskowolski;1019042;gm.w Zduńska Wola;Sieradzki;12246;4737;4457;38,682;36,3956
14;mazowieckie;1426;siedlecki;1426072;gm.w Przesmyki;Siedlecki;3136;1206;1141;38,4566;36,3839
6;lubelskie;602;biłgorajski;602042;gm.w Biszcza;Zamojski;3717;1430;1352;38,4719;36,3734
28;warmińsko-mazurskie;2808;kętrzyński;2808043;gm.m-w. Korsze;Olsztyński;9540;3667;3470;38,4382;36,3732
24;śląskie;2403;cieszyński;2403031;Wisła;Bielski;11007;4177;4001;37,9486;36,3496
6;lubelskie;606;krasnostawski;606042;gm.w Izbica;Zamojski;8028;3083;2918;38,4031;36,3478
10;łódzkie;1021;brzeziński;1021022;gm.w Brzeziny;Skierniewicki;5853;2233;2127;38,1514;36,3403
10;łódzkie;1013;rawski;1013052;gm.w Regnów;Skierniewicki;1819;703;661;38,6476;36,3386
14;mazowieckie;1406;grójecki;1406042;gm.w Goszczyn;Radomski;2942;1151;1068;39,123;36,3018
30;wielkopolskie;3009;kolski;3009082;gm.w Kościelec;Koniński;6873;2663;2494;38,7458;36,2869
14;mazowieckie;1427;sierpecki;1427052;gm.w Sierpc;Płocki;7004;2807;2539;40,0771;36,2507
14;mazowieckie;1426;siedlecki;1426053;gm.m-w. Mordy;Siedlecki;5716;2179;2072;38,1211;36,2491
30;wielkopolskie;3018;ostrzeszowski;3018052;gm.w Kraszewice;Kaliski;3640;1422;1319;39,0659;36,2363
4;kujawsko-pomorskie;408;lipnowski;408062;gm.w Lipno;Włocławski;11830;4643;4284;39,2477;36,213
30;wielkopolskie;3027;turecki;3027042;gm.w Kawęczyn;Koniński;5187;2003;1878;38,6158;36,2059
2;dolnośląskie;202;dzierżoniowski;202033;gm.m-w. Pieszyce;Wałbrzyski;9318;3602;3373;38,6564;36,1988
16;opolskie;1609;opolski;1609132;gm.w Turawa;Opolski;10029;3822;3629;38,1095;36,1851
30;wielkopolskie;3031;złotowski;3031062;gm.w Tarnówka;Pilski;2969;1244;1074;41,8996;36,1738
20;podlaskie;2003;bielski;2003082;gm.w Wyszki;Białostocki;4302;1625;1556;37,7731;36,1692
14;mazowieckie;1415;ostrołęcki;1415092;gm.w Olszewo-Borki;Ostrołęcki;10789;4119;3902;38,1778;36,1665
28;warmińsko-mazurskie;2808;kętrzyński;2808032;gm.w Kętrzyn;Olsztyński;8227;3196;2974;38,8477;36,1493
4;kujawsko-pomorskie;417;wąbrzeski;417022;gm.w Dębowa Łąka;Toruński;3154;1270;1140;40,2663;36,1446
6;lubelskie;612;opolski;612032;gm.w Karczmiska;Lubelski;5487;2264;1983;41,2612;36,14
12;małopolskie;1215;suski;1215042;gm.w Bystra-Sidzina;Nowosądecki;6895;2643;2491;38,3321;36,1276
14;mazowieckie;1403;garwoliński;1403092;gm.w Parysów;Siedlecki;4143;1690;1496;40,7917;36,1091
10;łódzkie;1016;tomaszowski;1016112;gm.w Żelechlinek;Piotrkowski;3302;1264;1192;38,2798;36,0993
14;mazowieckie;1410;łosicki;1410023;gm.m-w. Łosice;Bialskopodlaski;10739;4184;3873;38,9608;36,0648
14;mazowieckie;1429;sokołowski;1429072;gm.w Sabnie;Siedlecki;3574;1341;1288;37,521;36,0381
12;małopolskie;1201;bocheński;1201072;gm.w Rzezawa;Tarnowski;11430;4409;4119;38,5739;36,0367
6;lubelskie;613;parczewski;613052;gm.w Podedwórze;Bialskopodlaski;1593;607;574;38,1042;36,0326
24;śląskie;2415;wodzisławski;2415072;gm.w Lubomia;Katowicki;7903;2967;2847;37,5427;36,0243
20;podlaskie;2006;kolneński;2006011;Kolno;Łomżyński;10143;3821;3653;37,6713;36,015
10;łódzkie;1001;bełchatowski;1001083;gm.m-w. Zelów;Piotrkowski;14876;5659;5357;38,0411;36,011
14;mazowieckie;1427;sierpecki;1427032;gm.w Mochowo;Płocki;5953;2302;2143;38,6696;35,9987
30;wielkopolskie;3004;gostyński;3004033;gm.m-w. Krobia;Leszczyński;12918;4984;4650;38,5818;35,9963
14;mazowieckie;1434;wołomiński;1434102;gm.w Strachówka;Siedlecki;2731;1103;983;40,3881;35,9941
16;opolskie;1601;brzeski;1601022;gm.w Skarbimierz;Opolski;8357;3172;3007;37,9562;35,9818
22;pomorskie;2213;starogardzki;2213052;gm.w Kaliska;Gdański;5436;2096;1955;38,5578;35,9639
2;dolnośląskie;225;zgorzelecki;225072;gm.w Zgorzelec;Jeleniogórski;8551;3304;3075;38,6388;35,9607
12;małopolskie;1216;tarnowski;1216082;gm.w Skrzyszów;Tarnowski;14326;5418;5151;37,8193;35,9556
22;pomorskie;2205;kartuski;2205062;gm.w Stężyca;Gdański;10765;4154;3867;38,588;35,922
6;lubelskie;601;bialski;601092;gm.w Łomazy;Bialskopodlaski;4878;1878;1751;38,4994;35,8959
12;małopolskie;1205;gorlicki;1205092;gm.w Sękowa;Nowosądecki;4937;1864;1772;37,7557;35,8922
6;lubelskie;606;krasnostawski;606112;gm.w Żółkiewka;Zamojski;5252;1983;1885;37,757;35,8911
22;pomorskie;2207;kwidzyński;2207032;gm.w Kwidzyn;Elbląski;11435;4310;4104;37,6913;35,8898
10;łódzkie;1012;radomszczański;1012132;gm.w Wielgomłyny;Piotrkowski;4510;1818;1617;40,3104;35,8537
6;lubelskie;604;hrubieszowski;604072;gm.w Uchanie;Zamojski;4478;1749;1605;39,0576;35,8419
28;warmińsko-mazurskie;2804;elbląski;2804022;gm.w Godkowo;Elbląski;2977;1170;1067;39,3013;35,8415
30;wielkopolskie;3027;turecki;3027062;gm.w Przykona;Koniński;4633;1785;1660;38,528;35,8299
6;lubelskie;618;tomaszowski;618102;gm.w Telatyn;Zamojski;3854;1460;1380;37,8827;35,807
30;wielkopolskie;3027;turecki;3027082;gm.w Turek;Koniński;10152;3926;3634;38,6722;35,7959
18;podkarpackie;1818;stalowowolski;1818053;gm.m-w. Zaklików;Tarnobrzeski;8497;3213;3041;37,8133;35,7891
6;lubelskie;612;opolski;612042;gm.w Łaziska;Lubelski;4862;1856;1740;38,1736;35,7877
32;zachodniopomorskie;3212;pyrzycki;3212042;gm.w Przelewice;Szczeciński;5115;1916;1828;37,4585;35,738
12;małopolskie;1209;myślenicki;1209052;gm.w Raciechowice;Krakowski;6471;2450;2312;37,8612;35,7286
32;zachodniopomorskie;3214;stargardzki;3214092;gm.w Stara Dąbrowa;Szczeciński;3717;1413;1328;38,0145;35,7277
6;lubelskie;620;zamojski;620022;gm.w Grabowiec;Zamojski;3835;1485;1370;38,7223;35,7236
6;lubelskie;619;włodawski;619022;gm.w Hanna;Bialskopodlaski;2791;1060;997;37,9792;35,722
12;małopolskie;1216;tarnowski;1216112;gm.w Wierzchosławice;Tarnowski;10793;4174;3851;38,6732;35,6805
14;mazowieckie;1409;lipski;1409052;gm.w Sienno;Radomski;5757;2272;2054;39,465;35,6783
6;lubelskie;609;lubelski;609042;gm.w Garbów;Lubelski;9048;3470;3228;38,351;35,6764
6;lubelskie;601;bialski;601132;gm.w Rossosz;Bialskopodlaski;2192;818;782;37,3175;35,6752
22;pomorskie;2213;starogardzki;2213062;gm.w Lubichowo;Gdański;6717;2552;2395;37,9932;35,6558
18;podkarpackie;1804;jarosławski;1804021;Radymno;Przemyski;5214;1968;1859;37,7445;35,654
14;mazowieckie;1411;makowski;1411042;gm.w Krasnosielc;Ostrołęcki;6283;2400;2240;38,1983;35,6518
2;dolnośląskie;202;dzierżoniowski;202052;gm.w Dzierżoniów;Wałbrzyski;9013;3393;3213;37,6456;35,6485
30;wielkopolskie;3017;ostrowski;3017082;gm.w Sośnie;Kaliski;6563;2482;2339;37,8181;35,6392
22;pomorskie;2213;starogardzki;2213072;gm.w Osieczna;Gdański;2887;1115;1028;38,6214;35,6079
28;warmińsko-mazurskie;2815;ostródzki;2815052;gm.w Małdyty;Olsztyński;6218;2360;2214;37,9543;35,6063
14;mazowieckie;1401;białobrzeski;1401052;gm.w Stromiec;Radomski;5609;2153;1997;38,3847;35,6035
26;świętokrzyskie;2604;kielecki;2604162;gm.w Raków;Kielecki;5544;2191;1973;39,5202;35,588
14;mazowieckie;1420;płoński;1420092;gm.w Płońsk;Ciechanowski;8015;3026;2852;37,7542;35,5833
6;lubelskie;602;biłgorajski;602092;gm.w Łukowa;Zamojski;4191;1583;1491;37,7714;35,5762
10;łódzkie;1014;sieradzki;1014072;gm.w Klonowa;Sieradzki;2888;1100;1027;38,0886;35,5609
14;mazowieckie;1415;ostrołęcki;1415032;gm.w Czerwin;Ostrołęcki;5054;1913;1797;37,8512;35,556
28;warmińsko-mazurskie;2806;giżycki;2806102;gm.w Wydminy;Suwalski;6176;2398;2195;38,8277;35,5408
20;podlaskie;2009;sejneński;2009022;gm.w Giby;Suwalski;2685;1009;954;37,5791;35,5307
6;lubelskie;620;zamojski;620012;gm.w Adamów;Zamojski;4597;1799;1633;39,1342;35,5232
12;małopolskie;1204;dąbrowski;1204042;gm.w Mędrzechów;Tarnowski;3404;1253;1209;36,8096;35,517
14;mazowieckie;1416;ostrowski;1416102;gm.w Wąsewo;Ostrołęcki;4238;1657;1505;39,0986;35,512
6;lubelskie;609;lubelski;609122;gm.w Strzyżewice;Lubelski;8127;3072;2884;37,7999;35,4866
4;kujawsko-pomorskie;414;świecki;414112;gm.w Warlubie;Bydgoski;6464;2587;2293;40,0217;35,4734
22;pomorskie;2215;wejherowski;2215072;gm.w Luzino;Gdański;16855;6401;5979;37,9769;35,4732
28;warmińsko-mazurskie;2813;olecki;2813062;gm.w Wieliczki;Suwalski;3197;1174;1134;36,7219;35,4708
14;mazowieckie;1426;siedlecki;1426062;gm.w Paprotnia;Siedlecki;2501;920;887;36,7853;35,4658
32;zachodniopomorskie;3201;białogardzki;3201022;gm.w Białogard;Koszaliński;7543;2807;2675;37,2133;35,4633
6;lubelskie;601;bialski;601112;gm.w Piszczac;Bialskopodlaski;7141;2715;2532;38,0199;35,4572
18;podkarpackie;1809;lubaczowski;1809032;gm.w Horyniec-Zdrój;Przemyski;4576;1709;1622;37,347;35,4458
12;małopolskie;1202;brzeski;1202033;gm.m-w. Czchów;Tarnowski;9814;3669;3476;37,3854;35,4188
6;lubelskie;612;opolski;612023;gm.m-w. Józefów nad Wisłą;Lubelski;6466;2430;2290;37,5812;35,416
30;wielkopolskie;3007;kaliski;3007053;gm.m-w. Koźminek;Kaliski;7548;2846;2673;37,7054;35,4134
20;podlaskie;2012;suwalski;2012072;gm.w Suwałki;Suwalski;7826;2920;2771;37,3115;35,4076
6;lubelskie;610;łęczyński;610062;gm.w Spiczyn;Lubelski;5823;2169;2060;37,2488;35,377
6;lubelskie;608;lubartowski;608022;gm.w Abramów;Lubelski;4029;1504;1425;37,3294;35,3686
28;warmińsko-mazurskie;2809;lidzbarski;2809032;gm.w Lidzbark Warmiński;Olsztyński;6729;2573;2379;38,2375;35,3544
14;mazowieckie;1435;wyszkowski;1435022;gm.w Długosiodło;Ostrołęcki;7768;2944;2745;37,8991;35,3373
28;warmińsko-mazurskie;2807;iławski;2807052;gm.w Lubawa;Olsztyński;10717;4106;3786;38,313;35,3271
16;opolskie;1610;prudnicki;1610023;gm.m-w. Głogówek;Opolski;13138;4910;4640;37,3725;35,3174
6;lubelskie;619;włodawski;619052;gm.w Urszulin;Chełmski;4164;1529;1470;36,7195;35,3026
18;podkarpackie;1810;łańcucki;1810042;gm.w Łańcut;Rzeszowski;22026;8221;7775;37,3241;35,2992
28;warmińsko-mazurskie;2816;piski;2816033;gm.m-w. Pisz;Suwalski;27517;10350;9711;37,6131;35,2909
28;warmińsko-mazurskie;2815;ostródzki;2815032;gm.w Grunwald;Olsztyński;5566;2125;1964;38,1782;35,2857
20;podlaskie;2002;białostocki;2002063;gm.m-w. Łapy;Białostocki;21653;8110;7637;37,4544;35,2699
6;lubelskie;613;parczewski;613022;gm.w Jabłoń;Bialskopodlaski;3828;1452;1350;37,931;35,2665
12;małopolskie;1209;myślenicki;1209092;gm.w Wiśniowa;Krakowski;7418;2771;2616;37,3551;35,2656
26;świętokrzyskie;2607;ostrowiecki;2607062;gm.w Waśniów;Kielecki;6766;2621;2386;38,7378;35,2646
10;łódzkie;1016;tomaszowski;1016042;gm.w Czerniewice;Piotrkowski;5020;1914;1770;38,1275;35,259
14;mazowieckie;1413;mławski;1413072;gm.w Szreńsk;Ciechanowski;4070;1579;1435;38,7961;35,258
10;łódzkie;1009;pajęczański;1009052;gm.w Rząśnia;Piotrkowski;4924;1840;1736;37,368;35,2559
22;pomorskie;2205;kartuski;2205032;gm.w Przodkowo;Gdański;9932;3720;3501;37,4547;35,2497
6;lubelskie;605;janowski;605063;gm.m-w. Modliborzyce;Tarnobrzeski;6914;2559;2437;37,0119;35,2473
14;mazowieckie;1403;garwoliński;1403143;gm.m-w. Żelechów;Siedlecki;8193;3105;2887;37,8982;35,2374
10;łódzkie;1001;bełchatowski;1001072;gm.w Szczerców;Piotrkowski;8209;3067;2892;37,3614;35,2296
26;świętokrzyskie;2604;kielecki;2604023;gm.m-w. Bodzentyn;Kielecki;11426;4329;4024;37,8873;35,2179
10;łódzkie;1001;bełchatowski;1001022;gm.w Bełchatów;Piotrkowski;11838;4438;4169;37,4894;35,2171
16;opolskie;1611;strzelecki;1611073;gm.m-w. Zawadzkie;Opolski;11206;4072;3946;36,3377;35,2133
20;podlaskie;2002;białostocki;2002103;gm.m-w. Suraż;Białostocki;1937;720;682;37,1709;35,2091
24;śląskie;2411;raciborski;2411053;gm.m-w. Kuźnia Raciborska;Katowicki;11641;4292;4098;36,8697;35,2032
26;świętokrzyskie;2606;opatowski;2606022;gm.w Iwaniska;Tarnobrzeski;6516;2509;2289;38,5052;35,1289
30;wielkopolskie;3007;kaliski;3007062;gm.w Lisków;Kaliski;5161;2002;1812;38,7909;35,1095
14;mazowieckie;1403;garwoliński;1403112;gm.w Sobolew;Siedlecki;8173;3068;2869;37,5382;35,1034
24;śląskie;2411;raciborski;2411082;gm.w Rudnik;Katowicki;5150;1868;1807;36,2718;35,0874
20;podlaskie;2001;augustowski;2001043;gm.m-w. Lipsk;Suwalski;4980;1857;1747;37,2892;35,0803
6;lubelskie;616;rycki;616032;gm.w Nowodwór;Lubelski;4054;1539;1422;37,9625;35,0765
6;lubelskie;618;tomaszowski;618022;gm.w Bełżec;Zamojski;3300;1230;1157;37,2727;35,0606
6;lubelskie;614;puławski;614072;gm.w Markuszów;Lubelski;2943;1106;1031;37,5807;35,0323
20;podlaskie;2008;moniecki;2008022;gm.w Jasionówka;Białostocki;2711;1024;949;37,772;35,0055
16;opolskie;1611;strzelecki;1611022;gm.w Jemielnica;Opolski;7224;2647;2528;36,6417;34,9945
6;lubelskie;611;łukowski;611112;gm.w Wola Mysłowska;Siedlecki;4584;1732;1604;37,7836;34,9913
10;łódzkie;1001;bełchatowski;1001032;gm.w Drużbice;Piotrkowski;5220;1949;1826;37,3372;34,9808
14;mazowieckie;1429;sokołowski;1429053;gm.m-w. Kosów Lacki;Siedlecki;5900;2211;2063;37,4746;34,9661
22;pomorskie;2203;człuchowski;2203052;gm.w Koczała;Słupski;3327;1247;1163;37,4812;34,9564
6;lubelskie;602;biłgorajski;602142;gm.w Turobin;Zamojski;5942;2178;2077;36,6543;34,9546
10;łódzkie;1013;rawski;1013042;gm.w Rawa Mazowiecka;Skierniewicki;8793;3309;3073;37,6322;34,9483
18;podkarpackie;1802;brzozowski;1802062;gm.w Nozdrzec;Krośnieński;7912;2954;2765;37,3357;34,9469
12;małopolskie;1202;brzeski;1202072;gm.w Szczurowa;Tarnowski;9407;3471;3287;36,8981;34,9421
18;podkarpackie;1816;rzeszowski;1816143;gm.m-w. Tyczyn;Rzeszowski;10662;3950;3724;37,0475;34,9278
6;lubelskie;620;zamojski;620112;gm.w Stary Zamość;Zamojski;5144;1907;1796;37,0723;34,9145
6;lubelskie;603;chełmski;603122;gm.w Wierzbica;Chełmski;5000;1806;1745;36,12;34,9
16;opolskie;1608;oleski;1608033;gm.m-w. Olesno;Częstochowski;17640;6405;6156;36,3095;34,898
6;lubelskie;601;bialski;601072;gm.w Konstantynów;Bialskopodlaski;4060;1508;1416;37,1429;34,8768
20;podlaskie;2003;bielski;2003042;gm.w Boćki;Białostocki;4099;1504;1428;36,6919;34,8378
18;podkarpackie;1809;lubaczowski;1809063;gm.m-w. Oleszyce;Przemyski;6296;2357;2192;37,4365;34,8158
6;lubelskie;603;chełmski;603062;gm.w Kamień;Chełmski;4162;1511;1449;36,3047;34,815
26;świętokrzyskie;2604;kielecki;2604182;gm.w Strawczyn;Kielecki;10964;4108;3817;37,4681;34,8139
16;opolskie;1611;strzelecki;1611033;gm.m-w. Kolonowskie;Opolski;5863;2129;2041;36,3125;34,8115
14;mazowieckie;1426;siedlecki;1426102;gm.w Suchożebry;Siedlecki;4652;1707;1619;36,6939;34,8022
26;świętokrzyskie;2604;kielecki;2604062;gm.w Górno;Kielecki;14649;5439;5097;37,1288;34,7942
10;łódzkie;1007;opoczyński;1007082;gm.w Żarnów;Piotrkowski;5817;2204;2022;37,8889;34,7602
18;podkarpackie;1807;krośnieński;1807083;gm.m-w. Rymanów;Krośnieński;15877;5736;5516;36,1277;34,7421
2;dolnośląskie;204;górowski;204032;gm.w Niechlów;Leszczyński;4801;1748;1667;36,4091;34,7219
16;opolskie;1603;kędzierzyńsko-kozielski;1603022;gm.w Bierawa;Opolski;7895;2887;2741;36,5674;34,7182
2;dolnośląskie;201;bolesławiecki;201043;gm.m-w. Nowogrodziec;Jeleniogórski;15229;5618;5286;36,8901;34,7101
28;warmińsko-mazurskie;2811;nidzicki;2811012;gm.w Janowiec Kościelny;Olsztyński;3193;1209;1108;37,8641;34,7009
22;pomorskie;2205;kartuski;2205012;gm.w Chmielno;Gdański;7872;3023;2728;38,4019;34,6545
26;świętokrzyskie;2606;opatowski;2606012;gm.w Baćkowice;Tarnobrzeski;4837;1800;1676;37,2131;34,6496
2;dolnośląskie;224;ząbkowicki;224042;gm.w Stoszowice;Wałbrzyski;5360;2021;1856;37,7052;34,6269
24;śląskie;2411;raciborski;2411072;gm.w Pietrowice Wielkie;Katowicki;6888;2514;2385;36,4983;34,6254
32;zachodniopomorskie;3213;sławieński;3213062;gm.w Sławno;Słupski;8833;3268;3057;36,9976;34,6089
22;pomorskie;2213;starogardzki;2213102;gm.w Skórcz;Gdański;4639;1754;1605;37,8099;34,598
18;podkarpackie;1810;łańcucki;1810072;gm.w Żołynia;Rzeszowski;7037;2549;2433;36,2228;34,5744
6;lubelskie;618;tomaszowski;618092;gm.w Tarnawatka;Zamojski;3885;1415;1343;36,4221;34,5689
18;podkarpackie;1811;mielecki;1811052;gm.w Mielec;Rzeszowski;13445;4961;4647;36,8985;34,563
6;lubelskie;608;lubartowski;608042;gm.w Jeziorzany;Lubelski;2722;1045;939;38,3909;34,4967
2;dolnośląskie;225;zgorzelecki;225052;gm.w Sulików;Jeleniogórski;6030;2269;2080;37,6285;34,4942
24;śląskie;2407;lubliniecki;2407052;gm.w Kochanowice;Częstochowski;6959;2568;2400;36,9019;34,4877
6;lubelskie;607;kraśnicki;607032;gm.w Dzierzkowice;Lubelski;5236;1927;1805;36,8029;34,4729
14;mazowieckie;1437;żuromiński;1437052;gm.w Siemiątkowo;Ciechanowski;3426;1262;1181;36,836;34,4717
28;warmińsko-mazurskie;2809;lidzbarski;2809042;gm.w Lubomino;Olsztyński;3566;1312;1229;36,7919;34,4644
24;śląskie;2417;żywiecki;2417142;gm.w Ujsoły;Bielski;4406;1649;1518;37,4262;34,453
6;lubelskie;617;świdnicki;617052;gm.w Trawniki;Lubelski;8833;3278;3043;37,1108;34,4504
12;małopolskie;1209;myślenicki;1209022;gm.w Lubień;Nowosądecki;10080;3673;3470;36,4385;34,4246
12;małopolskie;1205;gorlicki;1205042;gm.w Gorlice;Nowosądecki;17271;6312;5943;36,5468;34,4103
26;świętokrzyskie;2611;starachowicki;2611042;gm.w Pawłów;Kielecki;15187;5564;5225;36,6366;34,4044
28;warmińsko-mazurskie;2814;olsztyński;2814122;gm.w Świątki;Olsztyński;3991;1538;1373;38,5367;34,4024
14;mazowieckie;1412;miński;1412102;gm.w Latowicz;Siedlecki;5379;2003;1850;37,2374;34,393
6;lubelskie;607;kraśnicki;607083;gm.m-w. Urzędów;Lubelski;8453;3020;2906;35,727;34,3783
20;podlaskie;2012;suwalski;2012062;gm.w Rutka-Tartak;Suwalski;2330;844;801;36,2232;34,3777
16;opolskie;1603;kędzierzyńsko-kozielski;1603042;gm.w Pawłowiczki;Opolski;7277;2616;2499;35,9489;34,3411
6;lubelskie;618;tomaszowski;618042;gm.w Krynice;Zamojski;3204;1167;1100;36,4232;34,3321
12;małopolskie;1216;tarnowski;1216133;gm.m-w. Wojnicz;Tarnowski;13340;4891;4578;36,6642;34,3178
30;wielkopolskie;3017;ostrowski;3017072;gm.w Sieroszewice;Kaliski;9660;3545;3314;36,6977;34,3064
12;małopolskie;1210;nowosądecki;1210022;gm.w Chełmiec;Nowosądecki;28959;10485;9934;36,2064;34,3037
6;lubelskie;602;biłgorajski;602053;gm.m-w. Frampol;Zamojski;6059;2201;2078;36,3261;34,2961
14;mazowieckie;1410;łosicki;1410032;gm.w Olszanka;Bialskopodlaski;2914;1068;999;36,6507;34,2828
20;podlaskie;2011;sokólski;2011062;gm.w Nowy Dwór;Białostocki;2573;927;882;36,028;34,2791
30;wielkopolskie;3009;kolski;3009022;gm.w Babiak;Koniński;7832;2928;2684;37,3851;34,2697
12;małopolskie;1202;brzeski;1202012;gm.w Borzęcin;Tarnowski;8267;3016;2832;36,4824;34,2567
18;podkarpackie;1819;strzyżowski;1819012;gm.w Czudec;Rzeszowski;11777;4284;4034;36,376;34,2532
18;podkarpackie;1813;przemyski;1813102;gm.w Żurawica;Przemyski;12940;4699;4430;36,3138;34,2349
20;podlaskie;2010;siemiatycki;2010023;gm.m-w. Drohiczyn;Białostocki;6146;2233;2104;36,3326;34,2336
20;podlaskie;2011;sokólski;2011093;gm.m-w. Suchowola;Białostocki;6765;2455;2315;36,2897;34,2203
16;opolskie;1608;oleski;1608023;gm.m-w. Gorzów Śląski;Częstochowski;7108;2523;2432;35,4952;34,215
6;lubelskie;609;lubelski;609062;gm.w Jabłonna;Lubelski;8107;2958;2772;36,487;34,1927
14;mazowieckie;1403;garwoliński;1403122;gm.w Trojanów;Siedlecki;7236;2714;2474;37,5069;34,1902
28;warmińsko-mazurskie;2811;nidzicki;2811022;gm.w Janowo;Olsztyński;2633;957;900;36,3464;34,1815
12;małopolskie;1216;tarnowski;1216042;gm.w Pleśna;Tarnowski;11930;4465;4076;37,4267;34,166
20;podlaskie;2012;suwalski;2012092;gm.w Wiżajny;Suwalski;2311;832;789;36,0017;34,1411
30;wielkopolskie;3009;kolski;3009092;gm.w Olszówka;Koniński;4471;1641;1526;36,7032;34,1311
6;lubelskie;602;biłgorajski;602073;gm.m-w. Józefów;Zamojski;6706;2470;2288;36,8327;34,1187
14;mazowieckie;1425;radomski;1425132;gm.w Zakrzew;Radomski;13308;4850;4538;36,4442;34,0998
2;dolnośląskie;204;górowski;204022;gm.w Jemielno;Leszczyński;2967;1071;1011;36,0971;34,0748
6;lubelskie;618;tomaszowski;618082;gm.w Susiec;Zamojski;7384;2661;2516;36,0374;34,0737
6;lubelskie;618;tomaszowski;618053;gm.m-w. Lubycza Królewska;Zamojski;6102;2232;2079;36,5782;34,0708
20;podlaskie;2010;siemiatycki;2010052;gm.w Mielnik;Białostocki;2298;817;782;35,5527;34,0296
30;wielkopolskie;3031;złotowski;3031082;gm.w Złotów;Pilski;10005;3608;3403;36,062;34,013
20;podlaskie;2002;białostocki;2002143;gm.m-w. Zabłudów;Białostocki;9386;3358;3192;35,7767;34,0081
20;podlaskie;2001;augustowski;2001072;gm.w Sztabin;Suwalski;4996;1851;1699;37,0496;34,0072
22;pomorskie;2215;wejherowski;2215082;gm.w Łęczyce;Gdański;12102;4362;4113;36,0436;33,9861
18;podkarpackie;1814;przeworski;1814053;gm.m-w. Kańczuga;Przemyski;12285;4443;4174;36,1661;33,9764
6;lubelskie;607;kraśnicki;607092;gm.w Wilkołaz;Lubelski;5510;1967;1872;35,6987;33,9746
6;lubelskie;618;tomaszowski;618132;gm.w Ulhówek;Zamojski;4455;1606;1513;36,0494;33,9618
12;małopolskie;1216;tarnowski;1216153;gm.m-w. Żabno;Tarnowski;18862;6806;6405;36,0831;33,9572
30;wielkopolskie;3009;kolski;3009102;gm.w Osiek Mały;Koniński;6152;2264;2089;36,801;33,9564
12;małopolskie;1210;nowosądecki;1210062;gm.w Korzenna;Nowosądecki;14546;5293;4939;36,388;33,9544
6;lubelskie;606;krasnostawski;606102;gm.w Siennica Różana;Chełmski;4118;1501;1398;36,4497;33,9485
