wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zsszczepionych;%_zaszczepionych_pe�n�_dawk�
30;wielkopolskie;3009;kolski;3009092;gm.w Olszówka;Koniński;4471;1701;1638;38,0452;36,6361
20;podlaskie;2002;białostocki;2002103;gm.m-w. Suraż;Białostocki;1937;739;709;38,1518;36,603
10;łódzkie;1014;sieradzki;1014072;gm.w Klonowa;Sieradzki;2888;1137;1057;39,3698;36,5997
14;mazowieckie;1426;siedlecki;1426062;gm.w Paprotnia;Siedlecki;2501;940;915;37,585;36,5854
12;małopolskie;1202;brzeski;1202072;gm.w Szczurowa;Tarnowski;9407;3612;3441;38,3969;36,5791
18;podkarpackie;1816;rzeszowski;1816143;gm.m-w. Tyczyn;Rzeszowski;10662;4090;3900;38,3605;36,5785
16;opolskie;1610;prudnicki;1610023;gm.m-w. Głogówek;Opolski;13138;5027;4804;38,2631;36,5657
28;warmińsko-mazurskie;2813;olecki;2813062;gm.w Wieliczki;Suwalski;3197;1248;1169;39,0366;36,5655
2;dolnośląskie;201;bolesławiecki;201043;gm.m-w. Nowogrodziec;Jeleniogórski;15229;5795;5567;38,0524;36,5553
14;mazowieckie;1412;miński;1412102;gm.w Latowicz;Siedlecki;5379;2098;1966;39,0035;36,5495
14;mazowieckie;1403;garwoliński;1403112;gm.w Sobolew;Siedlecki;8173;3172;2987;38,8107;36,5472
6;lubelskie;617;świdnicki;617052;gm.w Trawniki;Lubelski;8833;3435;3228;38,8883;36,5448
18;podkarpackie;1809;lubaczowski;1809032;gm.w Horyniec-Zdrój;Przemyski;4576;1757;1671;38,396;36,5166
16;opolskie;1611;strzelecki;1611073;gm.m-w. Zawadzkie;Opolski;11206;4185;4090;37,3461;36,4983
30;wielkopolskie;3017;ostrowski;3017072;gm.w Sieroszewice;Kaliski;9660;3673;3522;38,0228;36,4596
6;lubelskie;614;puławski;614072;gm.w Markuszów;Lubelski;2943;1124;1073;38,1923;36,4594
26;świętokrzyskie;2606;opatowski;2606012;gm.w Baćkowice;Tarnobrzeski;4837;1869;1763;38,6397;36,4482
16;opolskie;1611;strzelecki;1611022;gm.w Jemielnica;Opolski;7224;2703;2632;37,4169;36,4341
6;lubelskie;618;tomaszowski;618053;gm.m-w. Lubycza Królewska;Zamojski;6102;2310;2223;37,8564;36,4307
30;wielkopolskie;3009;kolski;3009102;gm.w Osiek Mały;Koniński;6152;2362;2241;38,394;36,4272
24;śląskie;2407;lubliniecki;2407052;gm.w Kochanowice;Częstochowski;6959;2653;2534;38,1233;36,4133
10;łódzkie;1013;rawski;1013032;gm.w Cielądz;Skierniewicki;3950;1514;1438;38,3291;36,4051
20;podlaskie;2012;suwalski;2012062;gm.w Rutka-Tartak;Suwalski;2330;881;848;37,8112;36,3948
26;świętokrzyskie;2611;starachowicki;2611042;gm.w Pawłów;Kielecki;15187;5832;5524;38,4013;36,3732
20;podlaskie;2012;suwalski;2012022;gm.w Filipów;Suwalski;4212;1581;1532;37,5356;36,3723
18;podkarpackie;1811;mielecki;1811052;gm.w Mielec;Rzeszowski;13445;5136;4890;38,2001;36,3704
6;lubelskie;602;biłgorajski;602142;gm.w Turobin;Zamojski;5942;2249;2160;37,8492;36,3514
20;podlaskie;2003;bielski;2003042;gm.w Boćki;Białostocki;4099;1548;1490;37,7653;36,3503
28;warmińsko-mazurskie;2810;mrągowski;2810032;gm.w Mrągowo;Olsztyński;8023;3058;2916;38,1154;36,3455
12;małopolskie;1205;gorlicki;1205042;gm.w Gorlice;Nowosądecki;17271;6511;6274;37,699;36,3268
14;mazowieckie;1403;garwoliński;1403122;gm.w Trojanów;Siedlecki;7236;2780;2628;38,419;36,3184
6;lubelskie;609;lubelski;609062;gm.w Jabłonna;Lubelski;8107;3093;2943;38,1522;36,302
14;mazowieckie;1422;przasnyski;1422062;gm.w Krzynowłoga Mała;Ostrołęcki;3417;1334;1240;39,0401;36,2891
6;lubelskie;608;lubartowski;608022;gm.w Abramów;Lubelski;4029;1561;1462;38,7441;36,2869
14;mazowieckie;1426;siedlecki;1426102;gm.w Suchożebry;Siedlecki;4652;1760;1688;37,8332;36,2855
14;mazowieckie;1437;żuromiński;1437052;gm.w Siemiątkowo;Ciechanowski;3426;1309;1243;38,2078;36,2814
6;lubelskie;620;zamojski;620062;gm.w Miączyn;Zamojski;5667;2180;2056;38,4683;36,2802
12;małopolskie;1209;myślenicki;1209022;gm.w Lubień;Nowosądecki;10080;3813;3657;37,8274;36,2798
16;opolskie;1611;strzelecki;1611033;gm.m-w. Kolonowskie;Opolski;5863;2196;2127;37,4552;36,2784
12;małopolskie;1202;brzeski;1202012;gm.w Borzęcin;Tarnowski;8267;3134;2998;37,9098;36,2647
14;mazowieckie;1428;sochaczewski;1428032;gm.w Iłów;Płocki;6118;2328;2216;38,0517;36,221
6;lubelskie;619;włodawski;619052;gm.w Urszulin;Chełmski;4164;1572;1508;37,7522;36,2152
14;mazowieckie;1410;łosicki;1410032;gm.w Olszanka;Bialskopodlaski;2914;1095;1055;37,5772;36,2045
24;śląskie;2411;raciborski;2411072;gm.w Pietrowice Wielkie;Katowicki;6888;2587;2493;37,5581;36,1934
6;lubelskie;602;biłgorajski;602073;gm.m-w. Józefów;Zamojski;6706;2553;2425;38,0704;36,1616
16;opolskie;1603;kędzierzyńsko-kozielski;1603022;gm.w Bierawa;Opolski;7895;2969;2854;37,6061;36,1495
6;lubelskie;618;tomaszowski;618092;gm.w Tarnawatka;Zamojski;3885;1463;1404;37,6577;36,139
18;podkarpackie;1810;łańcucki;1810072;gm.w Żołynia;Rzeszowski;7037;2651;2543;37,6723;36,1376
18;podkarpackie;1814;przeworski;1814053;gm.m-w. Kańczuga;Przemyski;12285;4676;4436;38,0627;36,1091
30;wielkopolskie;3027;turecki;3027052;gm.w Malanów;Koniński;6547;2516;2364;38,4298;36,1081
6;lubelskie;618;tomaszowski;618132;gm.w Ulhówek;Zamojski;4455;1675;1608;37,5982;36,0943
6;lubelskie;601;bialski;601192;gm.w Zalesie;Bialskopodlaski;4378;1666;1580;38,0539;36,0895
12;małopolskie;1210;nowosądecki;1210062;gm.w Korzenna;Nowosądecki;14546;5533;5247;38,0379;36,0718
6;lubelskie;608;lubartowski;608082;gm.w Michów;Lubelski;5751;2215;2074;38,515;36,0633
20;podlaskie;2011;sokólski;2011022;gm.w Janów;Białostocki;4002;1532;1442;38,2809;36,032
6;lubelskie;603;chełmski;603062;gm.w Kamień;Chełmski;4162;1543;1499;37,0735;36,0163
12;małopolskie;1210;nowosądecki;1210022;gm.w Chełmiec;Nowosądecki;28959;10833;10422;37,4081;35,9888
20;podlaskie;2014;zambrowski;2014032;gm.w Rutki;Łomżyński;5427;2069;1953;38,1242;35,9867
16;opolskie;1608;oleski;1608033;gm.m-w. Olesno;Częstochowski;17640;6565;6347;37,2166;35,9807
12;małopolskie;1216;tarnowski;1216133;gm.m-w. Wojnicz;Tarnowski;13340;5095;4799;38,1934;35,9745
24;śląskie;2417;żywiecki;2417142;gm.w Ujsoły;Bielski;4406;1703;1585;38,6518;35,9737
18;podkarpackie;1813;przemyski;1813102;gm.w Żurawica;Przemyski;12940;4865;4655;37,5966;35,9737
12;małopolskie;1216;tarnowski;1216153;gm.m-w. Żabno;Tarnowski;18862;7042;6778;37,3343;35,9347
2;dolnośląskie;204;górowski;204022;gm.w Jemielno;Leszczyński;2967;1097;1066;36,9734;35,9285
10;łódzkie;1012;radomszczański;1012142;gm.w Żytno;Częstochowski;5080;2006;1825;39,4882;35,9252
30;wielkopolskie;3031;złotowski;3031082;gm.w Złotów;Pilski;10005;3727;3594;37,2514;35,922
20;podlaskie;2012;suwalski;2012092;gm.w Wiżajny;Suwalski;2311;863;830;37,3431;35,9152
26;świętokrzyskie;2604;kielecki;2604082;gm.w Łopuszno;Kielecki;8924;3431;3205;38,4469;35,9144
6;lubelskie;607;kraśnicki;607032;gm.w Dzierzkowice;Lubelski;5236;2004;1880;38,2735;35,9053
12;małopolskie;1216;tarnowski;1216013;gm.m-w. Ciężkowice;Tarnowski;11237;4199;4033;37,3676;35,8904
14;mazowieckie;1436;zwoleński;1436042;gm.w Tczów;Radomski;4874;1850;1749;37,9565;35,8843
18;podkarpackie;1804;jarosławski;1804062;gm.w Pawłosiów;Przemyski;8429;3227;3024;38,2845;35,8761
6;lubelskie;606;krasnostawski;606052;gm.w Krasnystaw;Chełmski;8460;3230;3030;38,1797;35,8156
14;mazowieckie;1416;ostrowski;1416043;gm.m-w. Brok;Ostrołęcki;2780;1060;995;38,1295;35,7914
18;podkarpackie;1819;strzyżowski;1819012;gm.w Czudec;Rzeszowski;11777;4428;4214;37,5987;35,7816
14;mazowieckie;1409;lipski;1409022;gm.w Ciepielów;Radomski;5504;2074;1969;37,6817;35,774
14;mazowieckie;1430;szydłowiecki;1430022;gm.w Jastrząb;Radomski;5158;1963;1845;38,0574;35,7697
6;lubelskie;618;tomaszowski;618082;gm.w Susiec;Zamojski;7384;2764;2640;37,4323;35,753
18;podkarpackie;1807;krośnieński;1807083;gm.m-w. Rymanów;Krośnieński;15877;5881;5675;37,041;35,7435
6;lubelskie;607;kraśnicki;607083;gm.m-w. Urzędów;Lubelski;8453;3137;3019;37,1111;35,7151
22;pomorskie;2215;wejherowski;2215082;gm.w Łęczyce;Gdański;12102;4505;4322;37,2253;35,7131
14;mazowieckie;1425;radomski;1425132;gm.w Zakrzew;Radomski;13308;5008;4752;37,6315;35,7078
20;podlaskie;2005;hajnowski;2005082;gm.w Narew;Białostocki;3417;1281;1220;37,489;35,7038
20;podlaskie;2011;sokólski;2011062;gm.w Nowy Dwór;Białostocki;2573;974;918;37,8546;35,6782
6;lubelskie;602;biłgorajski;602053;gm.m-w. Frampol;Zamojski;6059;2273;2161;37,5144;35,666
6;lubelskie;603;chełmski;603122;gm.w Wierzbica;Chełmski;5000;1858;1783;37,16;35,66
18;podkarpackie;1820;tarnobrzeski;1820022;gm.w Gorzyce;Tarnobrzeski;13050;4826;4651;36,9808;35,6398
16;opolskie;1603;kędzierzyńsko-kozielski;1603042;gm.w Pawłowiczki;Opolski;7277;2678;2591;36,8009;35,6053
6;lubelskie;620;zamojski;620092;gm.w Sitno;Zamojski;6719;2513;2392;37,4014;35,6005
12;małopolskie;1205;gorlicki;1205033;gm.m-w. Bobowa;Nowosądecki;9805;3677;3490;37,5013;35,5941
30;wielkopolskie;3007;kaliski;3007102;gm.w Szczytniki;Kaliski;7797;2917;2774;37,4118;35,5778
14;mazowieckie;1410;łosicki;1410012;gm.w Huszlew;Bialskopodlaski;2780;1036;989;37,2662;35,5755
20;podlaskie;2010;siemiatycki;2010023;gm.m-w. Drohiczyn;Białostocki;6146;2279;2186;37,081;35,5678
6;lubelskie;620;zamojski;620133;gm.m-w. Szczebrzeszyn;Zamojski;11083;4112;3941;37,1019;35,559
20;podlaskie;2002;białostocki;2002143;gm.m-w. Zabłudów;Białostocki;9386;3479;3337;37,0658;35,553
6;lubelskie;618;tomaszowski;618042;gm.w Krynice;Zamojski;3204;1194;1139;37,2659;35,5493
14;mazowieckie;1425;radomski;1425052;gm.w Jedlińsk;Radomski;14623;5439;5197;37,1948;35,5399
6;lubelskie;620;zamojski;620102;gm.w Skierbieszów;Zamojski;5086;1913;1806;37,6131;35,5092
20;podlaskie;2005;hajnowski;2005032;gm.w Czeremcha;Białostocki;3064;1151;1088;37,5653;35,5091
18;podkarpackie;1811;mielecki;1811022;gm.w Borowa;Rzeszowski;5490;2039;1949;37,1403;35,5009
20;podlaskie;2011;sokólski;2011032;gm.w Korycin;Białostocki;3172;1170;1126;36,8852;35,4981
18;podkarpackie;1820;tarnobrzeski;1820013;gm.m-w. Baranów Sandomierski;Tarnobrzeski;11770;4422;4178;37,5701;35,497
6;lubelskie;609;lubelski;609152;gm.w Wysokie;Zamojski;4353;1611;1544;37,009;35,4698
14;mazowieckie;1426;siedlecki;1426042;gm.w Mokobody;Siedlecki;4922;1847;1744;37,5254;35,4328
16;opolskie;1603;kędzierzyńsko-kozielski;1603062;gm.w Reńska Wieś;Opolski;8299;3075;2940;37,0527;35,426
28;warmińsko-mazurskie;2811;nidzicki;2811022;gm.w Janowo;Olsztyński;2633;1016;932;38,5872;35,3969
6;lubelskie;620;zamojski;620052;gm.w Łabunie;Zamojski;6190;2312;2190;37,3506;35,3796
30;wielkopolskie;3012;krotoszyński;3012052;gm.w Rozdrażew;Kaliski;5151;1927;1822;37,4102;35,3718
30;wielkopolskie;3013;leszczyński;3013062;gm.w Wijewo;Leszczyński;3863;1415;1366;36,6296;35,3611
14;mazowieckie;1419;płocki;1419112;gm.w Słubice;Płocki;4415;1650;1560;37,3726;35,3341
10;łódzkie;1001;bełchatowski;1001042;gm.w Kleszczów;Piotrkowski;6418;2360;2267;36,7716;35,3225
6;lubelskie;603;chełmski;603142;gm.w Żmudź;Chełmski;3022;1128;1067;37,3263;35,3077
12;małopolskie;1202;brzeski;1202062;gm.w Iwkowa;Tarnowski;6512;2395;2299;36,7783;35,3041
14;mazowieckie;1425;radomski;1425042;gm.w Jastrzębia;Radomski;7016;2596;2476;37,0011;35,2908
16;opolskie;1608;oleski;1608023;gm.m-w. Gorzów Śląski;Częstochowski;7108;2618;2508;36,8317;35,2842
6;lubelskie;603;chełmski;603092;gm.w Ruda-Huta;Chełmski;4474;1637;1578;36,5892;35,2705
6;lubelskie;606;krasnostawski;606102;gm.w Siennica Różana;Chełmski;4118;1547;1451;37,5668;35,2356
6;lubelskie;615;radzyński;615082;gm.w Wohyń;Bialskopodlaski;6501;2383;2289;36,6559;35,21
20;podlaskie;2009;sejneński;2009032;gm.w Krasnopol;Suwalski;3756;1372;1322;36,5282;35,197
6;lubelskie;618;tomaszowski;618072;gm.w Rachanie;Zamojski;5000;1809;1759;36,18;35,18
14;mazowieckie;1425;radomski;1425072;gm.w Kowala;Radomski;12273;4520;4317;36,8288;35,1748
14;mazowieckie;1409;lipski;1409012;gm.w Chotcza;Radomski;2333;844;820;36,1766;35,1479
6;lubelskie;607;kraśnicki;607092;gm.w Wilkołaz;Lubelski;5510;2005;1936;36,3884;35,1361
28;warmińsko-mazurskie;2816;piski;2816013;gm.m-w. Biała Piska;Suwalski;11534;4327;4052;37,5152;35,1309
12;małopolskie;1201;bocheński;1201092;gm.w Żegocina;Tarnowski;5582;2042;1961;36,5819;35,1308
6;lubelskie;601;bialski;601122;gm.w Rokitno;Bialskopodlaski;2933;1068;1030;36,4132;35,1176
20;podlaskie;2008;moniecki;2008013;gm.m-w. Goniądz;Łomżyński;4897;1789;1719;36,5326;35,1031
22;pomorskie;2201;bytowski;2201052;gm.w Lipnica;Słupski;5202;1904;1826;36,6013;35,1019
18;podkarpackie;1813;przemyski;1813082;gm.w Przemyśl;Przemyski;10709;3931;3759;36,7074;35,1013
14;mazowieckie;1425;radomski;1425103;gm.m-w. Skaryszew;Radomski;14821;5515;5202;37,2107;35,0988
12;małopolskie;1210;nowosądecki;1210163;gm.m-w. Stary Sącz;Nowosądecki;23793;8612;8328;36,1955;35,0019
12;małopolskie;1210;nowosądecki;1210152;gm.w Rytro;Nowosądecki;3752;1362;1313;36,3006;34,9947
20;podlaskie;2010;siemiatycki;2010052;gm.w Mielnik;Białostocki;2298;836;804;36,3795;34,9869
18;podkarpackie;1816;rzeszowski;1816102;gm.w Lubenia;Rzeszowski;6432;2330;2249;36,2251;34,9658
6;lubelskie;610;łęczyński;610042;gm.w Milejów;Lubelski;9029;3320;3155;36,7704;34,943
6;lubelskie;601;bialski;601032;gm.w Biała Podlaska;Bialskopodlaski;14542;5319;5080;36,5768;34,9333
6;lubelskie;607;kraśnicki;607042;gm.w Gościeradów;Tarnobrzeski;7153;2655;2498;37,1173;34,9224
12;małopolskie;1216;tarnowski;1216053;gm.m-w. Radłów;Tarnowski;9604;3500;3352;36,4431;34,9021
2;dolnośląskie;225;zgorzelecki;225043;gm.m-w. Pieńsk;Jeleniogórski;9025;3398;3149;37,651;34,892
14;mazowieckie;1425;radomski;1425122;gm.w Wolanów;Radomski;8894;3330;3102;37,441;34,8774
14;mazowieckie;1430;szydłowiecki;1430042;gm.w Orońsko;Radomski;5953;2212;2076;37,1577;34,8732
6;lubelskie;618;tomaszowski;618112;gm.w Tomaszów Lubelski;Zamojski;11292;4142;3935;36,6808;34,8477
28;warmińsko-mazurskie;2813;olecki;2813052;gm.w Świętajno;Suwalski;3906;1466;1361;37,532;34,8438
6;lubelskie;620;zamojski;620122;gm.w Sułów;Zamojski;4401;1615;1533;36,6962;34,833
14;mazowieckie;1434;wołomiński;1434082;gm.w Poświętne;Siedlecki;6239;2299;2173;36,8489;34,8293
6;lubelskie;607;kraśnicki;607072;gm.w Trzydnik Duży;Tarnobrzeski;6390;2330;2223;36,4632;34,7887
10;łódzkie;1014;sieradzki;1014062;gm.w Goszczanów;Sieradzki;5419;1972;1883;36,3905;34,7481
20;podlaskie;2003;bielski;2003072;gm.w Rudka;Białostocki;1851;686;643;37,061;34,738
10;łódzkie;1014;sieradzki;1014032;gm.w Brąszewice;Sieradzki;4466;1632;1550;36,5428;34,7067
26;świętokrzyskie;2605;konecki;2605043;gm.m-w. Radoszyce;Kielecki;8760;3321;3039;37,911;34,6918
24;śląskie;2405;gliwicki;2405082;gm.w Wielowieś;Katowicki;5821;2150;2019;36,9352;34,6848
14;mazowieckie;1407;kozienicki;1407022;gm.w Głowaczów;Radomski;7060;2631;2448;37,2663;34,6742
12;małopolskie;1204;dąbrowski;1204073;gm.m-w. Szczucin;Tarnowski;13103;4739;4543;36,1673;34,6714
26;świętokrzyskie;2606;opatowski;2606072;gm.w Tarłów;Tarnobrzeski;5067;1903;1756;37,5567;34,6556
14;mazowieckie;1433;węgrowski;1433022;gm.w Grębków;Siedlecki;4401;1619;1525;36,7871;34,6512
12;małopolskie;1207;limanowski;1207042;gm.w Jodłownik;Nowosądecki;8717;3152;3020;36,1592;34,6449
6;lubelskie;611;łukowski;611032;gm.w Adamów;Siedlecki;5511;2022;1909;36,6903;34,6398
16;opolskie;1605;krapkowicki;1605032;gm.w Strzeleczki;Opolski;7341;2637;2541;35,9215;34,6138
14;mazowieckie;1430;szydłowiecki;1430012;gm.w Chlewiska;Radomski;5865;2150;2029;36,6581;34,5951
22;pomorskie;2207;kwidzyński;2207022;gm.w Gardeja;Elbląski;8387;3094;2901;36,8904;34,5892
18;podkarpackie;1811;mielecki;1811062;gm.w Padew Narodowa;Tarnobrzeski;5358;1954;1853;36,4688;34,5838
26;świętokrzyskie;2605;konecki;2605072;gm.w Smyków;Kielecki;3768;1410;1302;37,4204;34,5541
6;lubelskie;603;chełmski;603153;gm.m-w. Rejowiec;Chełmski;6295;2319;2175;36,8388;34,5512
6;lubelskie;616;rycki;616022;gm.w Kłoczew;Siedlecki;7125;2561;2459;35,9439;34,5123
20;podlaskie;2009;sejneński;2009052;gm.w Sejny;Suwalski;3933;1406;1356;35,7488;34,4775
14;mazowieckie;1422;przasnyski;1422023;gm.m-w. Chorzele;Ostrołęcki;10075;3761;3473;37,33;34,4715
20;podlaskie;2001;augustowski;2001052;gm.w Nowinka;Suwalski;2942;1042;1013;35,4181;34,4324
6;lubelskie;602;biłgorajski;602112;gm.w Potok Górny;Zamojski;5314;1895;1829;35,6605;34,4185
6;lubelskie;607;kraśnicki;607062;gm.w Szastarka;Tarnobrzeski;5733;2043;1972;35,6358;34,3973
12;małopolskie;1210;nowosądecki;1210092;gm.w Łącko;Nowosądecki;16579;5993;5701;36,1481;34,3869
10;łódzkie;1016;tomaszowski;1016032;gm.w Budziszewice;Piotrkowski;2161;815;743;37,714;34,3822
14;mazowieckie;1410;łosicki;1410062;gm.w Stara Kornica;Bialskopodlaski;4696;1725;1613;36,7334;34,3484
14;mazowieckie;1423;przysuski;1423052;gm.w Potworów;Radomski;4194;1573;1440;37,506;34,3348
18;podkarpackie;1802;brzozowski;1802013;gm.m-w. Brzozów;Krośnieński;26553;9485;9112;35,721;34,3163
12;małopolskie;1216;tarnowski;1216162;gm.w Szerzyny;Tarnowski;7888;2792;2705;35,3955;34,2926
10;łódzkie;1001;bełchatowski;1001052;gm.w Kluki;Piotrkowski;4418;1569;1515;35,5138;34,2915
6;lubelskie;603;chełmski;603113;gm.m-w. Siedliszcze;Chełmski;6768;2473;2320;36,5396;34,279
22;pomorskie;2212;słupski;2212042;gm.w Główczyce;Słupski;8880;3179;3042;35,7995;34,2568
18;podkarpackie;1804;jarosławski;1804042;gm.w Jarosław;Przemyski;13228;4756;4531;35,954;34,2531
6;lubelskie;601;bialski;601172;gm.w Tuczna;Bialskopodlaski;2958;1042;1013;35,2265;34,2461
6;lubelskie;612;opolski;612012;gm.w Chodel;Lubelski;6536;2352;2238;35,9853;34,2411
22;pomorskie;2213;starogardzki;2213132;gm.w Zblewo;Gdański;11959;4283;4094;35,814;34,2336
12;małopolskie;1210;nowosądecki;1210032;gm.w Gródek nad Dunajcem;Nowosądecki;9243;3302;3158;35,7243;34,1664
18;podkarpackie;1805;jasielski;1805092;gm.w Skołyszyn;Krośnieński;12518;4441;4276;35,4769;34,1588
14;mazowieckie;1436;zwoleński;1436012;gm.w Kazanów;Radomski;4475;1630;1527;36,4246;34,1229
18;podkarpackie;1813;przemyski;1813062;gm.w Medyka;Przemyski;6559;2347;2238;35,7829;34,1211
26;świętokrzyskie;2604;kielecki;2604112;gm.w Mniów;Kielecki;9341;3366;3187;36,0347;34,1184
20;podlaskie;2008;moniecki;2008043;gm.m-w. Knyszyn;Białostocki;4713;1672;1608;35,4763;34,1184
20;podlaskie;2012;suwalski;2012052;gm.w Raczki;Suwalski;5860;2074;1998;35,3925;34,0956
12;małopolskie;1210;nowosądecki;1210052;gm.w Kamionka Wielka;Nowosądecki;10485;3757;3574;35,8321;34,0868
18;podkarpackie;1820;tarnobrzeski;1820043;gm.m-w. Nowa Dęba;Tarnobrzeski;17890;6321;6093;35,3326;34,0581
14;mazowieckie;1425;radomski;1425082;gm.w Pionki;Radomski;9932;3592;3381;36,1659;34,0415
18;podkarpackie;1816;rzeszowski;1816052;gm.w Dynów;Przemyski;6836;2426;2327;35,4886;34,0404
6;lubelskie;605;janowski;605072;gm.w Potok Wielki;Tarnobrzeski;4561;1614;1552;35,387;34,0276
6;lubelskie;603;chełmski;603032;gm.w Chełm;Chełmski;15099;5393;5137;35,7176;34,0221
6;lubelskie;613;parczewski;613012;gm.w Dębowa Kłoda;Bialskopodlaski;3880;1375;1319;35,4381;33,9948
12;małopolskie;1211;nowotarski;1211082;gm.w Łapsze Niżne;Nowosądecki;9355;3274;3179;34,9973;33,9818
6;lubelskie;605;janowski;605012;gm.w Batorz;Tarnobrzeski;3227;1150;1096;35,6368;33,9634
20;podlaskie;2012;suwalski;2012032;gm.w Jeleniewo;Suwalski;3156;1113;1071;35,2662;33,9354
12;małopolskie;1210;nowosądecki;1210042;gm.w Grybów;Nowosądecki;25618;9056;8681;35,3501;33,8863
18;podkarpackie;1821;leski;1821052;gm.w Solina;Krośnieński;5310;1871;1799;35,2354;33,8795
16;opolskie;1603;kędzierzyńsko-kozielski;1603032;gm.w Cisek;Opolski;5553;1947;1881;35,0621;33,8736
18;podkarpackie;1821;leski;1821033;gm.m-w. Lesko;Krośnieński;11262;4015;3813;35,6509;33,8572
22;pomorskie;2215;wejherowski;2215062;gm.w Linia;Gdański;6459;2283;2185;35,346;33,8288
12;małopolskie;1207;limanowski;1207122;gm.w Tymbark;Nowosądecki;6608;2364;2235;35,7748;33,8226
18;podkarpackie;1816;rzeszowski;1816063;gm.m-w. Głogów Małopolski;Rzeszowski;19945;7017;6743;35,1817;33,808
18;podkarpackie;1813;przemyski;1813072;gm.w Orły;Przemyski;8873;3184;2999;35,8841;33,7992
18;podkarpackie;1805;jasielski;1805042;gm.w Jasło;Krośnieński;16227;5665;5480;34,911;33,7709
18;podkarpackie;1813;przemyski;1813023;gm.m-w. Dubiecko;Przemyski;9139;3213;3086;35,157;33,7674
18;podkarpackie;1807;krośnieński;1807072;gm.w Miejsce Piastowe;Krośnieński;13705;4865;4626;35,498;33,7541
18;podkarpackie;1801;bieszczadzki;1801083;gm.m-w. Ustrzyki Dolne;Krośnieński;17074;6065;5754;35,5218;33,7004
18;podkarpackie;1813;przemyski;1813032;gm.w Fredropol;Przemyski;5393;1931;1817;35,8057;33,6918
6;lubelskie;609;lubelski;609022;gm.w Borzechów;Lubelski;3777;1345;1272;35,6103;33,6775
28;warmińsko-mazurskie;2817;szczycieński;2817083;gm.m-w. Wielbark;Olsztyński;6456;2323;2173;35,982;33,6586
18;podkarpackie;1807;krośnieński;1807043;gm.m-w. Jedlicze;Krośnieński;15335;5359;5156;34,9462;33,6224
18;podkarpackie;1809;lubaczowski;1809072;gm.w Stary Dzików;Przemyski;4120;1464;1385;35,534;33,6165
18;podkarpackie;1807;krośnieński;1807062;gm.w Krościenko Wyżne;Krośnieński;5601;1956;1882;34,9223;33,6011
18;podkarpackie;1810;łańcucki;1810022;gm.w Białobrzegi;Rzeszowski;8733;3064;2934;35,0853;33,5967
20;podlaskie;2005;hajnowski;2005052;gm.w Dubicze Cerkiewne;Białostocki;1433;506;481;35,3105;33,5659
18;podkarpackie;1814;przeworski;1814022;gm.w Adamówka;Przemyski;4025;1486;1350;36,9193;33,5404
6;lubelskie;620;zamojski;620082;gm.w Radecznica;Zamojski;5532;1944;1854;35,141;33,5141
28;warmińsko-mazurskie;2805;ełcki;2805032;gm.w Kalinowo;Suwalski;6670;2344;2235;35,1424;33,5082
20;podlaskie;2007;łomżyński;2007082;gm.w Wizna;Łomżyński;3946;1392;1322;35,2762;33,5023
12;małopolskie;1216;tarnowski;1216103;gm.m-w. Tuchów;Tarnowski;17809;6233;5966;34,9992;33,4999
18;podkarpackie;1818;stalowowolski;1818042;gm.w Radomyśl nad Sanem;Tarnobrzeski;7331;2567;2455;35,0157;33,4879
22;pomorskie;2201;bytowski;2201012;gm.w Borzytuchom;Słupski;3399;1194;1138;35,128;33,4804
18;podkarpackie;1814;przeworski;1814032;gm.w Gać;Przemyski;4576;1623;1532;35,4677;33,479
14;mazowieckie;1410;łosicki;1410042;gm.w Platerów;Bialskopodlaski;4825;1692;1614;35,0674;33,4508
14;mazowieckie;1415;ostrołęcki;1415012;gm.w Baranowo;Ostrołęcki;6460;2339;2160;36,2074;33,4365
12;małopolskie;1207;limanowski;1207032;gm.w Dobra;Nowosądecki;10037;3507;3350;34,9407;33,3765
20;podlaskie;2005;hajnowski;2005092;gm.w Narewka;Białostocki;3530;1249;1178;35,3824;33,3711
20;podlaskie;2014;zambrowski;2014052;gm.w Zambrów;Łomżyński;8784;3115;2928;35,4622;33,3333
18;podkarpackie;1804;jarosławski;1804032;gm.w Chłopice;Przemyski;5524;1962;1841;35,5177;33,3273
24;śląskie;2403;cieszyński;2403092;gm.w Istebna;Bielski;12184;4272;4060;35,0624;33,3224
18;podkarpackie;1817;sanocki;1817042;gm.w Komańcza;Krośnieński;4466;1526;1487;34,1693;33,296
18;podkarpackie;1811;mielecki;1811042;gm.w Gawłuszowice;Rzeszowski;2722;959;906;35,2314;33,2843
20;podlaskie;2007;łomżyński;2007022;gm.w Łomża;Łomżyński;11254;3941;3745;35,0187;33,2771
12;małopolskie;1207;limanowski;1207092;gm.w Mszana Dolna;Nowosądecki;17618;6122;5860;34,7486;33,2614
28;warmińsko-mazurskie;2810;mrągowski;2810052;gm.w Sorkwity;Olsztyński;4480;1667;1490;37,2098;33,2589
18;podkarpackie;1816;rzeszowski;1816042;gm.w Chmielnik;Rzeszowski;6968;2404;2316;34,5006;33,2377
