wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zsszczepionych;%_zaszczepionych_pe�n�_dawk�
14;mazowieckie;1425;radomski;1425022;gm.w Gózd;Radomski;9070;3249;3010;35,8214;33,1863
20;podlaskie;2005;hajnowski;2005073;gm.m-w. Kleszczele;Białostocki;2408;830;799;34,4684;33,1811
20;podlaskie;2013;wysokomazowiecki;2013072;gm.w Nowe Piekuty;Łomżyński;3816;1340;1265;35,1153;33,1499
20;podlaskie;2013;wysokomazowiecki;2013102;gm.w Wysokie Mazowieckie;Łomżyński;5465;1891;1811;34,602;33,1382
28;warmińsko-mazurskie;2805;ełcki;2805052;gm.w Stare Juchy;Suwalski;3697;1279;1225;34,5956;33,135
18;podkarpackie;1803;dębicki;1803042;gm.w Dębica;Tarnowski;25880;8960;8566;34,6213;33,0989
20;podlaskie;2010;siemiatycki;2010082;gm.w Perlejewo;Łomżyński;2726;944;902;34,6295;33,0888
14;mazowieckie;1416;ostrowski;1416072;gm.w Ostrów Mazowiecka;Ostrołęcki;12880;4553;4258;35,3494;33,059
20;podlaskie;2003;bielski;2003052;gm.w Brańsk;Białostocki;5566;1936;1840;34,7826;33,0579
18;podkarpackie;1811;mielecki;1811073;gm.m-w. Przecław;Rzeszowski;12014;4183;3971;34,8177;33,0531
6;lubelskie;615;radzyński;615032;gm.w Czemierniki;Bialskopodlaski;4265;1477;1406;34,6307;32,966
20;podlaskie;2004;grajewski;2004011;Grajewo;Łomżyński;21709;7567;7154;34,8565;32,9541
6;lubelskie;603;chełmski;603042;gm.w Dorohusk;Chełmski;6321;2161;2083;34,1876;32,9536
12;małopolskie;1205;gorlicki;1205062;gm.w Łużna;Nowosądecki;8517;2923;2805;34,3196;32,9341
20;podlaskie;2014;zambrowski;2014042;gm.w Szumowo;Łomżyński;4759;1669;1567;35,0704;32,9271
18;podkarpackie;1814;przeworski;1814073;gm.m-w. Sieniawa;Przemyski;7022;2439;2311;34,7337;32,9109
14;mazowieckie;1425;radomski;1425092;gm.w Przytyk;Radomski;7290;2610;2399;35,8025;32,9081
22;pomorskie;2207;kwidzyński;2207062;gm.w Sadlinki;Elbląski;6002;2093;1975;34,8717;32,9057
12;małopolskie;1202;brzeski;1202042;gm.w Dębno;Tarnowski;14751;5102;4853;34,5875;32,8995
18;podkarpackie;1816;rzeszowski;1816023;gm.m-w. Błażowa;Rzeszowski;10835;3670;3552;33,8717;32,7826
6;lubelskie;608;lubartowski;608053;gm.m-w. Kamionka;Lubelski;6491;2243;2119;34,5555;32,6452
18;podkarpackie;1813;przemyski;1813052;gm.w Krzywcza;Przemyski;4801;1632;1567;33,9929;32,639
18;podkarpackie;1810;łańcucki;1810032;gm.w Czarna;Rzeszowski;11902;4054;3882;34,0615;32,6164
20;podlaskie;2014;zambrowski;2014022;gm.w Kołaki Kościelne;Łomżyński;2300;779;750;33,8696;32,6087
18;podkarpackie;1821;leski;1821012;gm.w Baligród;Krośnieński;3150;1064;1027;33,7778;32,6032
18;podkarpackie;1812;niżański;1812053;gm.m-w. Nisko;Tarnobrzeski;22186;7596;7232;34,2378;32,5971
18;podkarpackie;1817;sanocki;1817073;gm.m-w. Zagórz;Krośnieński;13072;4413;4260;33,7592;32,5887
12;małopolskie;1216;tarnowski;1216122;gm.w Wietrzychowice;Tarnowski;3924;1310;1278;33,3843;32,5688
24;śląskie;2407;lubliniecki;2407032;gm.w Ciasna;Częstochowski;7388;2502;2406;33,8657;32,5663
6;lubelskie;607;kraśnicki;607102;gm.w Zakrzówek;Lubelski;6404;2193;2085;34,2442;32,5578
14;mazowieckie;1426;siedlecki;1426122;gm.w Wodynie;Siedlecki;4382;1539;1424;35,1209;32,4966
6;lubelskie;603;chełmski;603102;gm.w Sawin;Chełmski;5417;1859;1758;34,3179;32,4534
14;mazowieckie;1426;siedlecki;1426082;gm.w Siedlce;Siedlecki;18671;6364;6054;34,0849;32,4246
20;podlaskie;2010;siemiatycki;2010042;gm.w Grodzisk;Białostocki;4134;1424;1340;34,4461;32,4141
6;lubelskie;615;radzyński;615052;gm.w Komarówka Podlaska;Bialskopodlaski;4133;1398;1339;33,8253;32,3978
18;podkarpackie;1809;lubaczowski;1809042;gm.w Lubaczów;Przemyski;9168;3150;2969;34,3586;32,3844
6;lubelskie;611;łukowski;611082;gm.w Stoczek Łukowski;Siedlecki;7744;2665;2507;34,4137;32,3735
18;podkarpackie;1813;przemyski;1813042;gm.w Krasiczyn;Przemyski;5172;1768;1674;34,1841;32,3666
28;warmińsko-mazurskie;2810;mrągowski;2810042;gm.w Piecki;Olsztyński;7555;2614;2445;34,5996;32,3627
12;małopolskie;1205;gorlicki;1205023;gm.m-w. Biecz;Krośnieński;16742;5689;5412;33,9804;32,3259
12;małopolskie;1216;tarnowski;1216032;gm.w Lisia Góra;Tarnowski;15432;5245;4980;33,9878;32,2706
20;podlaskie;2004;grajewski;2004053;gm.m-w. Szczuczyn;Łomżyński;5994;2032;1934;33,9006;32,2656
20;podlaskie;2012;suwalski;2012082;gm.w Szypliszki;Suwalski;3884;1303;1253;33,5479;32,2606
20;podlaskie;2004;grajewski;2004043;gm.m-w. Rajgród;Łomżyński;5115;1730;1650;33,8221;32,2581
6;lubelskie;602;biłgorajski;602102;gm.w Obsza;Zamojski;4214;1402;1358;33,2701;32,2259
18;podkarpackie;1817;sanocki;1817082;gm.w Zarszyn;Krośnieński;9240;3103;2975;33,5823;32,197
20;podlaskie;2002;białostocki;2002082;gm.w Poświętne;Białostocki;3340;1147;1074;34,3413;32,1557
12;małopolskie;1204;dąbrowski;1204032;gm.w Gręboszów;Tarnowski;3316;1116;1066;33,655;32,1472
20;podlaskie;2010;siemiatycki;2010032;gm.w Dziadkowice;Białostocki;2688;899;864;33,4449;32,1429
16;opolskie;1610;prudnicki;1610013;gm.m-w. Biała;Opolski;10544;3516;3389;33,346;32,1415
14;mazowieckie;1426;siedlecki;1426032;gm.w Kotuń;Siedlecki;8490;2929;2724;34,4994;32,0848
12;małopolskie;1204;dąbrowski;1204023;gm.m-w. Dąbrowa Tarnowska;Tarnowski;21187;7162;6791;33,8037;32,0527
6;lubelskie;610;łęczyński;610052;gm.w Puchaczów;Lubelski;5704;1918;1828;33,6255;32,0477
6;lubelskie;607;kraśnicki;607052;gm.w Kraśnik;Lubelski;7252;2421;2324;33,3839;32,0463
14;mazowieckie;1426;siedlecki;1426012;gm.w Domanice;Siedlecki;2620;866;839;33,0534;32,0229
6;lubelskie;610;łęczyński;610012;gm.w Cyców;Chełmski;7879;2659;2523;33,7479;32,0218
12;małopolskie;1207;limanowski;1207072;gm.w Limanowa;Nowosądecki;25797;8648;8251;33,5233;31,9843
14;mazowieckie;1430;szydłowiecki;1430032;gm.w Mirów;Radomski;3859;1290;1234;33,4283;31,9772
12;małopolskie;1216;tarnowski;1216063;gm.m-w. Ryglice;Tarnowski;11623;3933;3716;33,8381;31,9711
16;opolskie;1605;krapkowicki;1605042;gm.w Walce;Opolski;5374;1783;1717;33,1783;31,9501
12;małopolskie;1216;tarnowski;1216072;gm.w Rzepiennik Strzyżewski;Tarnowski;6750;2266;2156;33,5704;31,9407
18;podkarpackie;1812;niżański;1812012;gm.w Harasiuki;Tarnobrzeski;6049;2062;1932;34,0883;31,9392
12;małopolskie;1210;nowosądecki;1210102;gm.w Łososina Dolna;Nowosądecki;11165;3736;3565;33,4617;31,9301
16;opolskie;1608;oleski;1608013;gm.m-w. Dobrodzień;Częstochowski;9737;3257;3105;33,4497;31,8887
18;podkarpackie;1807;krośnieński;1807023;gm.m-w. Dukla;Krośnieński;14476;4817;4614;33,2758;31,8734
6;lubelskie;605;janowski;605022;gm.w Chrzanów;Tarnobrzeski;2887;983;920;34,0492;31,867
24;śląskie;2407;lubliniecki;2407072;gm.w Pawonków;Częstochowski;6615;2195;2101;33,1822;31,7611
18;podkarpackie;1810;łańcucki;1810052;gm.w Markowa;Rzeszowski;6480;2182;2057;33,6728;31,7438
18;podkarpackie;1805;jasielski;1805053;gm.m-w. Kołaczyce;Krośnieński;8920;2933;2831;32,8812;31,7377
18;podkarpackie;1813;przemyski;1813012;gm.w Bircza;Przemyski;6470;2192;2053;33,8794;31,7311
20;podlaskie;2007;łomżyński;2007043;gm.m-w. Nowogród;Łomżyński;3995;1345;1266;33,6671;31,6896
6;lubelskie;608;lubartowski;608103;gm.m-w. Ostrów Lubelski;Lubelski;5226;1772;1656;33,9074;31,6877
30;wielkopolskie;3007;kaliski;3007022;gm.w Brzeziny;Kaliski;5792;1891;1835;32,6485;31,6816
14;mazowieckie;1422;przasnyski;1422042;gm.w Jednorożec;Ostrołęcki;7023;2415;2225;34,387;31,6816
6;lubelskie;613;parczewski;613062;gm.w Siemień;Bialskopodlaski;4451;1464;1407;32,8915;31,6109
18;podkarpackie;1814;przeworski;1814062;gm.w Przeworsk;Przemyski;14851;4932;4694;33,2099;31,6073
18;podkarpackie;1805;jasielski;1805112;gm.w Tarnowiec;Krośnieński;9151;3017;2890;32,9691;31,5812
6;lubelskie;608;lubartowski;608132;gm.w Uścimów;Lubelski;3120;1034;985;33,141;31,5705
18;podkarpackie;1808;leżajski;1808032;gm.w Kuryłówka;Rzeszowski;5700;1890;1798;33,1579;31,5439
6;lubelskie;613;parczewski;613032;gm.w Milanów;Bialskopodlaski;3723;1229;1174;33,011;31,5337
28;warmińsko-mazurskie;2805;ełcki;2805022;gm.w Ełk;Suwalski;11910;3945;3755;33,1234;31,5281
20;podlaskie;2010;siemiatycki;2010072;gm.w Nurzec-Stacja;Białostocki;3688;1221;1162;33,1074;31,5076
18;podkarpackie;1808;leżajski;1808022;gm.w Grodzisko Dolne;Rzeszowski;7966;2667;2508;33,4798;31,4838
20;podlaskie;2008;moniecki;2008063;gm.m-w. Mońki;Białostocki;14795;4860;4646;32,8489;31,4025
12;małopolskie;1205;gorlicki;1205102;gm.w Uście Gorlickie;Nowosądecki;6880;2244;2160;32,6163;31,3953
18;podkarpackie;1819;strzyżowski;1819043;gm.m-w. Strzyżów;Rzeszowski;20521;6714;6441;32,7177;31,3874
18;podkarpackie;1803;dębicki;1803072;gm.w Żyraków;Tarnowski;14277;4725;4479;33,0952;31,3721
6;lubelskie;611;łukowski;611072;gm.w Stanin;Siedlecki;9686;3224;3038;33,2852;31,3649
12;małopolskie;1205;gorlicki;1205072;gm.w Moszczenica;Nowosądecki;5026;1672;1576;33,267;31,3569
14;mazowieckie;1415;ostrołęcki;1415083;gm.m-w. Myszyniec;Ostrołęcki;10396;3406;3259;32,7626;31,3486
20;podlaskie;2005;hajnowski;2005042;gm.w Czyże;Białostocki;1927;640;604;33,2122;31,3441
28;warmińsko-mazurskie;2817;szczycieński;2817052;gm.w Rozogi;Ostrołęcki;5497;1802;1718;32,7815;31,2534
12;małopolskie;1211;nowotarski;1211102;gm.w Ochotnica Dolna;Nowosądecki;8503;2806;2657;33,0001;31,2478
12;małopolskie;1202;brzeski;1202052;gm.w Gnojnik;Tarnowski;8020;2608;2504;32,5187;31,2219
20;podlaskie;2003;bielski;2003032;gm.w Bielsk Podlaski;Białostocki;6501;2146;2029;33,0103;31,2106
20;podlaskie;2005;hajnowski;2005062;gm.w Hajnówka;Białostocki;3817;1233;1190;32,3029;31,1763
12;małopolskie;1207;limanowski;1207052;gm.w Kamienica;Nowosądecki;7883;2582;2456;32,754;31,1557
14;mazowieckie;1436;zwoleński;1436032;gm.w Przyłęk;Radomski;6082;2022;1892;33,2456;31,1082
6;lubelskie;615;radzyński;615042;gm.w Kąkolewnica;Bialskopodlaski;7967;2610;2475;32,7601;31,0656
18;podkarpackie;1818;stalowowolski;1818062;gm.w Zaleszany;Tarnobrzeski;11024;3601;3424;32,6651;31,0595
6;lubelskie;615;radzyński;615022;gm.w Borki;Lubelski;5961;1914;1851;32,1087;31,0518
18;podkarpackie;1807;krośnieński;1807092;gm.w Wojaszówka;Krośnieński;9360;3012;2905;32,1795;31,0363
12;małopolskie;1210;nowosądecki;1210142;gm.w Podegrodzie;Nowosądecki;13391;4353;4156;32,5069;31,0358
20;podlaskie;2006;kolneński;2006042;gm.w Mały Płock;Łomżyński;4692;1511;1455;32,2038;31,0102
18;podkarpackie;1811;mielecki;1811083;gm.m-w. Radomyśl Wielki;Tarnowski;14272;4702;4424;32,9456;30,9978
18;podkarpackie;1811;mielecki;1811032;gm.w Czermin;Rzeszowski;7073;2305;2192;32,5887;30,9911
18;podkarpackie;1802;brzozowski;1802042;gm.w Haczów;Krośnieński;9114;2933;2824;32,1813;30,9853
18;podkarpackie;1807;krośnieński;1807012;gm.w Chorkówka;Krośnieński;13451;4306;4167;32,0125;30,9791
18;podkarpackie;1804;jarosławski;1804052;gm.w Laszki;Przemyski;6903;2243;2138;32,4931;30,972
18;podkarpackie;1807;krośnieński;1807102;gm.w Jaśliska;Krośnieński;2170;709;672;32,6728;30,9677
18;podkarpackie;1804;jarosławski;1804112;gm.w Wiązownica;Przemyski;11743;3815;3634;32,4874;30,9461
12;małopolskie;1216;tarnowski;1216143;gm.m-w. Zakliczyn;Tarnowski;12536;4087;3874;32,6021;30,903
18;podkarpackie;1820;tarnobrzeski;1820032;gm.w Grębów;Tarnobrzeski;10010;3368;3088;33,6464;30,8492
20;podlaskie;2013;wysokomazowiecki;2013082;gm.w Sokoły;Łomżyński;5679;1859;1748;32,7346;30,7801
20;podlaskie;2006;kolneński;2006022;gm.w Grabowo;Łomżyński;3372;1121;1037;33,2444;30,7533
20;podlaskie;2008;moniecki;2008032;gm.w Jaświły;Białostocki;4801;1531;1476;31,8892;30,7436
18;podkarpackie;1811;mielecki;1811102;gm.w Wadowice Górne;Tarnowski;7738;2519;2377;32,5536;30,7185
20;podlaskie;2001;augustowski;2001032;gm.w Bargłów Kościelny;Suwalski;5455;1768;1675;32,4106;30,7058
20;podlaskie;2003;bielski;2003062;gm.w Orla;Białostocki;2638;844;810;31,9939;30,7051
6;lubelskie;601;bialski;601042;gm.w Drelów;Bialskopodlaski;5271;1683;1615;31,9294;30,6393
18;podkarpackie;1815;ropczycko-sędziszowski;1815043;gm.m-w. Sędziszów Małopolski;Rzeszowski;23865;7643;7306;32,026;30,6139
18;podkarpackie;1811;mielecki;1811092;gm.w Tuszów Narodowy;Rzeszowski;8254;2656;2524;32,1783;30,5791
18;podkarpackie;1807;krośnieński;1807052;gm.w Korczyna;Krośnieński;11143;3537;3406;31,7419;30,5663
18;podkarpackie;1807;krośnieński;1807033;gm.m-w. Iwonicz-Zdrój;Krośnieński;10787;3483;3288;32,2889;30,4811
20;podlaskie;2002;białostocki;2002123;gm.m-w. Tykocin;Białostocki;6167;1950;1878;31,6199;30,4524
6;lubelskie;603;chełmski;603082;gm.w Rejowiec Fabryczny;Chełmski;4210;1392;1279;33,0641;30,38
20;podlaskie;2012;suwalski;2012012;gm.w Bakałarzewo;Suwalski;3091;991;939;32,0608;30,3785
6;lubelskie;611;łukowski;611092;gm.w Trzebieszów;Siedlecki;7320;2303;2213;31,4617;30,2322
20;podlaskie;2010;siemiatycki;2010062;gm.w Milejczyce;Białostocki;1702;532;514;31,2573;30,1998
20;podlaskie;2008;moniecki;2008072;gm.w Trzcianne;Łomżyński;4193;1308;1263;31,1948;30,1216
6;lubelskie;608;lubartowski;608112;gm.w Ostrówek;Lubelski;3794;1249;1142;32,9204;30,1002
6;lubelskie;602;biłgorajski;602032;gm.w Biłgoraj;Zamojski;13381;4214;4027;31,4924;30,0949
18;podkarpackie;1803;dębicki;1803032;gm.w Czarna;Tarnowski;13158;4201;3955;31,9273;30,0578
6;lubelskie;615;radzyński;615072;gm.w Ulan-Majorat;Bialskopodlaski;5962;1855;1792;31,1137;30,057
20;podlaskie;2007;łomżyński;2007092;gm.w Zbójna;Łomżyński;4169;1305;1253;31,3025;30,0552
22;pomorskie;2205;kartuski;2205042;gm.w Sierakowice;Gdański;20361;6481;6118;31,8305;30,0476
6;lubelskie;611;łukowski;611042;gm.w Krzywda;Siedlecki;10412;3288;3127;31,5789;30,0327
18;podkarpackie;1817;sanocki;1817052;gm.w Sanok;Krośnieński;18113;5658;5435;31,2372;30,0061
18;podkarpackie;1803;dębicki;1803052;gm.w Jodłowa;Tarnowski;5310;1701;1593;32,0339;30
12;małopolskie;1205;gorlicki;1205052;gm.w Lipinki;Krośnieński;6800;2133;2037;31,3676;29,9559
20;podlaskie;2008;moniecki;2008052;gm.w Krypno;Białostocki;3960;1301;1185;32,8535;29,9242
18;podkarpackie;1819;strzyżowski;1819052;gm.w Wiśniowa;Rzeszowski;7988;2494;2388;31,2218;29,8948
14;mazowieckie;1426;siedlecki;1426092;gm.w Skórzec;Siedlecki;7914;2516;2360;31,7918;29,8206
18;podkarpackie;1813;przemyski;1813092;gm.w Stubno;Przemyski;3863;1273;1151;32,9537;29,7955
18;podkarpackie;1805;jasielski;1805032;gm.w Dębowiec;Krośnieński;8844;2746;2628;31,0493;29,7151
18;podkarpackie;1804;jarosławski;1804102;gm.w Roźwienica;Przemyski;6252;1979;1857;31,6539;29,7025
6;lubelskie;608;lubartowski;608032;gm.w Firlej;Lubelski;5840;1850;1734;31,6781;29,6918
18;podkarpackie;1801;bieszczadzki;1801032;gm.w Czarna;Krośnieński;2378;725;706;30,4878;29,6888
6;lubelskie;602;biłgorajski;602063;gm.m-w. Goraj;Zamojski;4041;1239;1196;30,6607;29,5966
12;małopolskie;1210;nowosądecki;1210133;gm.m-w. Piwniczna-Zdrój;Nowosądecki;10520;3236;3113;30,7605;29,5913
18;podkarpackie;1817;sanocki;1817022;gm.w Besko;Krośnieński;4489;1390;1325;30,9646;29,5166
12;małopolskie;1211;nowotarski;1211092;gm.w Nowy Targ;Nowosądecki;24131;7379;7120;30,5789;29,5056
20;podlaskie;2007;łomżyński;2007013;gm.m-w. Jedwabne;Łomżyński;5234;1639;1544;31,3145;29,4994
18;podkarpackie;1821;leski;1821042;gm.w Olszanica;Krośnieński;4882;1506;1440;30,848;29,4961
12;małopolskie;1210;nowosądecki;1210122;gm.w Nawojowa;Nowosądecki;8788;2681;2592;30,5075;29,4948
6;lubelskie;602;biłgorajski;602082;gm.w Księżpol;Zamojski;6893;2093;2033;30,3641;29,4937
6;lubelskie;605;janowski;605032;gm.w Dzwola;Tarnobrzeski;6161;1912;1816;31,0339;29,4757
20;podlaskie;2001;augustowski;2001022;gm.w Augustów;Suwalski;6742;2058;1987;30,5251;29,472
18;podkarpackie;1812;niżański;1812063;gm.m-w. Rudnik nad Sanem;Tarnobrzeski;10076;3074;2961;30,5081;29,3867
18;podkarpackie;1815;ropczycko-sędziszowski;1815022;gm.w Ostrów;Rzeszowski;7346;2235;2158;30,4247;29,3765
12;małopolskie;1210;nowosądecki;1210082;gm.w Łabowa;Nowosądecki;6115;1882;1792;30,7768;29,305
20;podlaskie;2007;łomżyński;2007072;gm.w Śniadowo;Łomżyński;5280;1644;1547;31,1364;29,2992
6;lubelskie;608;lubartowski;608092;gm.w Niedźwiada;Lubelski;6139;1898;1795;30,9171;29,2393
6;lubelskie;615;radzyński;615062;gm.w Radzyń Podlaski;Bialskopodlaski;8081;2469;2360;30,5531;29,2043
18;podkarpackie;1809;lubaczowski;1809082;gm.w Wielkie Oczy;Przemyski;3777;1168;1103;30,924;29,2031
18;podkarpackie;1808;leżajski;1808053;gm.m-w. Nowa Sarzyna;Rzeszowski;21489;6517;6275;30,3271;29,201
12;małopolskie;1204;dąbrowski;1204012;gm.w Bolesław;Tarnowski;2586;785;755;30,3558;29,1957
18;podkarpackie;1804;jarosławski;1804092;gm.w Rokietnica;Przemyski;4313;1351;1257;31,3239;29,1444
16;opolskie;1608;oleski;1608072;gm.w Zębowice;Opolski;3609;1089;1049;30,1746;29,0662
20;podlaskie;2012;suwalski;2012042;gm.w Przerośl;Suwalski;2907;901;844;30,9942;29,0334
12;małopolskie;1217;tatrzański;1217042;gm.w Kościelisko;Nowosądecki;8867;2687;2573;30,3034;29,0177
18;podkarpackie;1806;kolbuszowski;1806023;gm.m-w. Kolbuszowa;Rzeszowski;24638;7412;7144;30,0836;28,9959
14;mazowieckie;1415;ostrołęcki;1415062;gm.w Lelis;Ostrołęcki;9780;2992;2835;30,593;28,9877
18;podkarpackie;1819;strzyżowski;1819032;gm.w Niebylec;Rzeszowski;10537;3187;3053;30,2458;28,9741
20;podlaskie;2007;łomżyński;2007052;gm.w Piątnica;Łomżyński;10666;3255;3090;30,5175;28,9706
6;lubelskie;602;biłgorajski;602022;gm.w Aleksandrów;Zamojski;3269;1006;946;30,7739;28,9385
6;lubelskie;608;lubartowski;608072;gm.w Lubartów;Lubelski;11868;3621;3431;30,5106;28,9097
12;małopolskie;1211;nowotarski;1211112;gm.w Raba Wyżna;Nowosądecki;14789;4489;4273;30,3536;28,8931
12;małopolskie;1207;limanowski;1207082;gm.w Łukowica;Nowosądecki;10133;3063;2925;30,228;28,8661
18;podkarpackie;1814;przeworski;1814092;gm.w Zarzecze;Przemyski;7211;2204;2078;30,5644;28,8171
18;podkarpackie;1812;niżański;1812073;gm.m-w. Ulanów;Tarnobrzeski;8214;2474;2364;30,1193;28,7801
6;lubelskie;608;lubartowski;608063;gm.m-w. Kock;Lubelski;6311;1942;1816;30,7717;28,7752
12;małopolskie;1204;dąbrowski;1204052;gm.w Olesno;Tarnowski;7928;2376;2279;29,9697;28,7462
18;podkarpackie;1816;rzeszowski;1816072;gm.w Hyżne;Rzeszowski;7036;2095;2014;29,7754;28,6242
6;lubelskie;605;janowski;605042;gm.w Godziszów;Tarnobrzeski;5749;1743;1644;30,3183;28,5963
16;opolskie;1604;kluczborski;1604032;gm.w Lasowice Wielkie;Opolski;6803;2034;1943;29,8986;28,5609
20;podlaskie;2013;wysokomazowiecki;2013062;gm.w Kulesze Kościelne;Łomżyński;3057;932;873;30,4874;28,5574
6;lubelskie;601;bialski;601102;gm.w Międzyrzec Podlaski;Bialskopodlaski;10426;3091;2955;29,647;28,3426
18;podkarpackie;1812;niżański;1812042;gm.w Krzeszów;Tarnobrzeski;4228;1251;1198;29,5885;28,3349
14;mazowieckie;1415;ostrołęcki;1415052;gm.w Kadzidło;Ostrołęcki;11307;3394;3202;30,0168;28,3187
6;lubelskie;611;łukowski;611062;gm.w Serokomla;Siedlecki;3914;1158;1108;29,5861;28,3086
14;mazowieckie;1416;ostrowski;1416082;gm.w Stary Lubotyń;Ostrołęcki;3699;1142;1046;30,8732;28,2779
14;mazowieckie;1415;ostrołęcki;1415022;gm.w Czarnia;Ostrołęcki;2472;780;697;31,5534;28,1958
12;małopolskie;1216;tarnowski;1216022;gm.w Gromnik;Tarnowski;8952;2661;2524;29,7252;28,1948
18;podkarpackie;1804;jarosławski;1804082;gm.w Radymno;Przemyski;11394;3386;3212;29,7174;28,1903
20;podlaskie;2007;łomżyński;2007032;gm.w Miastkowo;Łomżyński;4216;1267;1187;30,0522;28,1546
6;lubelskie;610;łęczyński;610022;gm.w Ludwin;Lubelski;5655;1664;1589;29,4253;28,099
18;podkarpackie;1815;ropczycko-sędziszowski;1815012;gm.w Iwierzyce;Rzeszowski;7735;2280;2173;29,4764;28,0931
18;podkarpackie;1803;dębicki;1803063;gm.m-w. Pilzno;Tarnowski;18233;5403;5117;29,6331;28,0645
12;małopolskie;1207;limanowski;1207112;gm.w Słopnice;Nowosądecki;6815;2002;1912;29,3764;28,0558
12;małopolskie;1211;nowotarski;1211132;gm.w Spytkowice;Nowosądecki;4626;1374;1295;29,7017;27,9939
14;mazowieckie;1426;siedlecki;1426132;gm.w Zbuczyn;Siedlecki;10053;2931;2802;29,1555;27,8723
20;podlaskie;2004;grajewski;2004062;gm.w Wąsosz;Łomżyński;3556;1064;991;29,9213;27,8684
18;podkarpackie;1815;ropczycko-sędziszowski;1815033;gm.m-w. Ropczyce;Rzeszowski;27533;7980;7641;28,9834;27,7522
20;podlaskie;2006;kolneński;2006032;gm.w Kolno;Łomżyński;8498;2482;2357;29,2069;27,7359
16;opolskie;1608;oleski;1608052;gm.w Radłów;Częstochowski;4238;1218;1173;28,74;27,6782
12;małopolskie;1207;limanowski;1207062;gm.w Laskowa;Nowosądecki;8195;2416;2266;29,4814;27,651
18;podkarpackie;1810;łańcucki;1810062;gm.w Rakszawa;Rzeszowski;7373;2130;2037;28,8892;27,6278
20;podlaskie;2007;łomżyński;2007062;gm.w Przytuły;Łomżyński;2059;609;567;29,5775;27,5376
18;podkarpackie;1808;leżajski;1808042;gm.w Leżajsk;Rzeszowski;20256;5855;5577;28,905;27,5326
12;małopolskie;1207;limanowski;1207102;gm.w Niedźwiedź;Nowosądecki;7379;2117;2016;28,6895;27,3208
20;podlaskie;2002;białostocki;2002152;gm.w Zawady;Łomżyński;2686;772;731;28,7416;27,2152
20;podlaskie;2006;kolneński;2006053;gm.m-w. Stawiski;Łomżyński;6069;1752;1650;28,868;27,1873
12;małopolskie;1204;dąbrowski;1204062;gm.w Radgoszcz;Tarnowski;7453;2109;2026;28,2973;27,1837
28;warmińsko-mazurskie;2805;ełcki;2805042;gm.w Prostki;Suwalski;7215;2173;1959;30,1178;27,1518
6;lubelskie;602;biłgorajski;602132;gm.w Tereszpol;Zamojski;3876;1089;1050;28,096;27,0898
18;podkarpackie;1804;jarosławski;1804073;gm.m-w. Pruchnik;Przemyski;9654;2734;2604;28,3199;26,9733
18;podkarpackie;1802;brzozowski;1802052;gm.w Jasienica Rosielna;Krośnieński;7853;2202;2118;28,0402;26,9706
18;podkarpackie;1805;jasielski;1805072;gm.w Nowy Żmigród;Krośnieński;8933;2514;2391;28,1428;26,7659
18;podkarpackie;1814;przeworski;1814082;gm.w Tryńcza;Przemyski;8498;2388;2274;28,1007;26,7592
12;małopolskie;1217;tatrzański;1217032;gm.w Bukowina Tatrzańska;Nowosądecki;13455;3730;3598;27,722;26,741
12;małopolskie;1205;gorlicki;1205082;gm.w Ropa;Nowosądecki;5536;1513;1458;27,3302;26,3367
6;lubelskie;611;łukowski;611052;gm.w Łuków;Siedlecki;18293;5057;4805;27,6445;26,2669
6;lubelskie;611;łukowski;611102;gm.w Wojcieszków;Siedlecki;6828;1917;1792;28,0756;26,2449
20;podlaskie;2010;siemiatycki;2010092;gm.w Siemiatycze;Białostocki;6026;1673;1580;27,763;26,2197
14;mazowieckie;1426;siedlecki;1426112;gm.w Wiśniew;Siedlecki;5774;1582;1509;27,3987;26,1344
18;podkarpackie;1819;strzyżowski;1819022;gm.w Frysztak;Rzeszowski;10338;2831;2693;27,3844;26,0495
18;podkarpackie;1818;stalowowolski;1818032;gm.w Pysznica;Tarnobrzeski;11335;3110;2950;27,4371;26,0256
18;podkarpackie;1805;jasielski;1805022;gm.w Brzyska;Krośnieński;6523;1756;1689;26,9201;25,893
