wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaczepionych;%_zaszczepionych_pe�n�_dawk�
6;lubelskie;617;świdnicki;617052;gm.w Trawniki;Lubelski;8833;3522;3366;39,8732;38,1071
12;małopolskie;1202;brzeski;1202033;gm.m-w. Czchów;Tarnowski;9814;3851;3739;39,2399;38,0986
30;wielkopolskie;3007;kaliski;3007053;gm.m-w. Koźminek;Kaliski;7548;2980;2875;39,4807;38,0896
12;małopolskie;1204;dąbrowski;1204042;gm.w Mędrzechów;Tarnowski;3404;1339;1296;39,3361;38,0729
32;zachodniopomorskie;3214;stargardzki;3214092;gm.w Stara Dąbrowa;Szczeciński;3717;1474;1415;39,6556;38,0683
10;łódzkie;1001;bełchatowski;1001022;gm.w Bełchatów;Piotrkowski;11838;4659;4506;39,3563;38,0639
2;dolnośląskie;224;ząbkowicki;224042;gm.w Stoszowice;Wałbrzyski;5360;2160;2040;40,2985;38,0597
6;lubelskie;605;janowski;605063;gm.m-w. Modliborzyce;Tarnobrzeski;6914;2718;2630;39,3115;38,0388
26;świętokrzyskie;2604;kielecki;2604062;gm.w Górno;Kielecki;14649;5800;5569;39,5931;38,0162
10;łódzkie;1012;radomszczański;1012142;gm.w Żytno;Częstochowski;5080;2043;1931;40,2165;38,0118
32;zachodniopomorskie;3201;białogardzki;3201022;gm.w Białogard;Koszaliński;7543;2959;2867;39,2284;38,0087
18;podkarpackie;1802;brzozowski;1802062;gm.w Nozdrzec;Krośnieński;7912;3120;3007;39,4338;38,0056
14;mazowieckie;1429;sokołowski;1429072;gm.w Sabnie;Siedlecki;3574;1408;1358;39,3956;37,9966
10;łódzkie;1009;pajęczański;1009052;gm.w Rząśnia;Piotrkowski;4924;1945;1870;39,5004;37,9773
6;lubelskie;612;opolski;612023;gm.m-w. Józefów nad Wisłą;Lubelski;6466;2568;2455;39,7154;37,9678
10;łódzkie;1013;rawski;1013042;gm.w Rawa Mazowiecka;Skierniewicki;8793;3506;3336;39,8726;37,9393
14;mazowieckie;1403;garwoliński;1403112;gm.w Sobolew;Siedlecki;8173;3233;3100;39,5571;37,9298
28;warmińsko-mazurskie;2811;nidzicki;2811012;gm.w Janowiec Kościelny;Olsztyński;3193;1277;1211;39,9937;37,9267
14;mazowieckie;1415;ostrołęcki;1415032;gm.w Czerwin;Ostrołęcki;5054;1998;1916;39,533;37,9106
2;dolnośląskie;204;górowski;204032;gm.w Niechlów;Leszczyński;4801;1875;1820;39,0544;37,9088
20;podlaskie;2001;augustowski;2001043;gm.m-w. Lipsk;Suwalski;4980;1941;1887;38,9759;37,8916
18;podkarpackie;1809;lubaczowski;1809063;gm.m-w. Oleszyce;Przemyski;6296;2501;2383;39,7236;37,8494
18;podkarpackie;1810;łańcucki;1810042;gm.w Łańcut;Rzeszowski;22026;8601;8335;39,0493;37,8416
28;warmińsko-mazurskie;2809;lidzbarski;2809042;gm.w Lubomino;Olsztyński;3566;1396;1349;39,1475;37,8295
10;łódzkie;1013;rawski;1013032;gm.w Cielądz;Skierniewicki;3950;1561;1494;39,519;37,8228
14;mazowieckie;1412;miński;1412102;gm.w Latowicz;Siedlecki;5379;2161;2034;40,1748;37,8137
14;mazowieckie;1429;sokołowski;1429053;gm.m-w. Kosów Lacki;Siedlecki;5900;2393;2230;40,5593;37,7966
20;podlaskie;2006;kolneński;2006011;Kolno;Łomżyński;10143;4009;3832;39,5248;37,7797
6;lubelskie;608;lubartowski;608022;gm.w Abramów;Lubelski;4029;1594;1522;39,5632;37,7761
14;mazowieckie;1409;lipski;1409022;gm.w Ciepielów;Radomski;5504;2158;2079;39,2078;37,7725
24;śląskie;2411;raciborski;2411082;gm.w Rudnik;Katowicki;5150;1983;1945;38,5049;37,767
24;śląskie;2407;lubliniecki;2407052;gm.w Kochanowice;Częstochowski;6959;2722;2627;39,1148;37,7497
32;zachodniopomorskie;3213;sławieński;3213062;gm.w Sławno;Słupski;8833;3463;3331;39,2053;37,7109
12;małopolskie;1216;tarnowski;1216133;gm.m-w. Wojnicz;Tarnowski;13340;5204;5027;39,0105;37,6837
14;mazowieckie;1422;przasnyski;1422062;gm.w Krzynowłoga Mała;Ostrołęcki;3417;1358;1287;39,7425;37,6646
6;lubelskie;610;łęczyński;610062;gm.w Spiczyn;Lubelski;5823;2264;2193;38,8803;37,661
20;podlaskie;2011;sokólski;2011022;gm.w Janów;Białostocki;4002;1569;1507;39,2054;37,6562
12;małopolskie;1202;brzeski;1202072;gm.w Szczurowa;Tarnowski;9407;3671;3541;39,0241;37,6422
20;podlaskie;2002;białostocki;2002103;gm.m-w. Suraż;Białostocki;1937;752;728;38,8229;37,5839
26;świętokrzyskie;2604;kielecki;2604082;gm.w Łopuszno;Kielecki;8924;3539;3353;39,6571;37,5728
26;świętokrzyskie;2606;opatowski;2606012;gm.w Baćkowice;Tarnobrzeski;4837;1887;1816;39,0118;37,5439
14;mazowieckie;1403;garwoliński;1403122;gm.w Trojanów;Siedlecki;7236;2827;2715;39,0685;37,5207
12;małopolskie;1202;brzeski;1202012;gm.w Borzęcin;Tarnowski;8267;3192;3100;38,6113;37,4985
16;opolskie;1603;kędzierzyńsko-kozielski;1603022;gm.w Bierawa;Opolski;7895;3050;2960;38,632;37,4921
6;lubelskie;601;bialski;601192;gm.w Zalesie;Bialskopodlaski;4378;1699;1641;38,8077;37,4829
14;mazowieckie;1423;przysuski;1423052;gm.w Potworów;Radomski;4194;1655;1572;39,4611;37,4821
22;pomorskie;2203;człuchowski;2203052;gm.w Koczała;Słupski;3327;1321;1247;39,7054;37,4812
14;mazowieckie;1428;sochaczewski;1428032;gm.w Iłów;Płocki;6118;2394;2293;39,1304;37,4796
18;podkarpackie;1816;rzeszowski;1816143;gm.m-w. Tyczyn;Rzeszowski;10662;4167;3996;39,0827;37,4789
26;świętokrzyskie;2611;starachowicki;2611042;gm.w Pawłów;Kielecki;15187;5947;5690;39,1585;37,4663
20;podlaskie;2014;zambrowski;2014032;gm.w Rutki;Łomżyński;5427;2115;2033;38,9718;37,4608
20;podlaskie;2002;białostocki;2002063;gm.m-w. Łapy;Białostocki;21653;8501;8109;39,2601;37,4498
16;opolskie;1610;prudnicki;1610023;gm.m-w. Głogówek;Opolski;13138;5100;4919;38,8187;37,441
6;lubelskie;609;lubelski;609062;gm.w Jabłonna;Lubelski;8107;3144;3035;38,7813;37,4368
18;podkarpackie;1809;lubaczowski;1809032;gm.w Horyniec-Zdrój;Przemyski;4576;1789;1713;39,0953;37,4344
6;lubelskie;608;lubartowski;608082;gm.w Michów;Lubelski;5751;2262;2152;39,3323;37,4196
6;lubelskie;602;biłgorajski;602142;gm.w Turobin;Zamojski;5942;2303;2222;38,758;37,3948
18;podkarpackie;1814;przeworski;1814053;gm.m-w. Kańczuga;Przemyski;12285;4803;4593;39,0965;37,3871
6;lubelskie;608;lubartowski;608042;gm.w Jeziorzany;Lubelski;2722;1093;1017;40,1543;37,3622
6;lubelskie;618;tomaszowski;618053;gm.m-w. Lubycza Królewska;Zamojski;6102;2350;2279;38,512;37,3484
14;mazowieckie;1430;szydłowiecki;1430022;gm.w Jastrząb;Radomski;5158;2012;1926;39,0074;37,3401
16;opolskie;1611;strzelecki;1611033;gm.m-w. Kolonowskie;Opolski;5863;2226;2189;37,9669;37,3358
22;pomorskie;2215;wejherowski;2215082;gm.w Łęczyce;Gdański;12102;4678;4518;38,6548;37,3327
30;wielkopolskie;3012;krotoszyński;3012052;gm.w Rozdrażew;Kaliski;5151;1990;1923;38,6333;37,3326
30;wielkopolskie;3017;ostrowski;3017072;gm.w Sieroszewice;Kaliski;9660;3766;3605;38,9855;37,3188
6;lubelskie;601;bialski;601072;gm.w Konstantynów;Bialskopodlaski;4060;1572;1515;38,7192;37,3153
6;lubelskie;620;zamojski;620062;gm.w Miączyn;Zamojski;5667;2229;2114;39,333;37,3037
14;mazowieckie;1437;żuromiński;1437052;gm.w Siemiątkowo;Ciechanowski;3426;1331;1278;38,85;37,303
18;podkarpackie;1804;jarosławski;1804062;gm.w Pawłosiów;Przemyski;8429;3303;3144;39,1861;37,2998
6;lubelskie;603;chełmski;603142;gm.w Żmudź;Chełmski;3022;1159;1127;38,3521;37,2932
12;małopolskie;1209;myślenicki;1209022;gm.w Lubień;Nowosądecki;10080;3873;3759;38,4226;37,2917
2;dolnośląskie;201;bolesławiecki;201043;gm.m-w. Nowogrodziec;Jeleniogórski;15229;5882;5679;38,6237;37,2907
28;warmińsko-mazurskie;2810;mrągowski;2810032;gm.w Mrągowo;Olsztyński;8023;3129;2991;39,0004;37,2803
12;małopolskie;1210;nowosądecki;1210062;gm.w Korzenna;Nowosądecki;14546;5654;5421;38,8698;37,268
14;mazowieckie;1426;siedlecki;1426062;gm.w Paprotnia;Siedlecki;2501;955;932;38,1847;37,2651
18;podkarpackie;1810;łańcucki;1810072;gm.w Żołynia;Rzeszowski;7037;2704;2621;38,4255;37,246
6;lubelskie;607;kraśnicki;607032;gm.w Dzierzkowice;Lubelski;5236;2054;1950;39,2284;37,2422
6;lubelskie;601;bialski;601122;gm.w Rokitno;Bialskopodlaski;2933;1114;1092;37,9816;37,2315
6;lubelskie;614;puławski;614072;gm.w Markuszów;Lubelski;2943;1141;1094;38,77;37,173
6;lubelskie;603;chełmski;603062;gm.w Kamień;Chełmski;4162;1583;1547;38,0346;37,1696
6;lubelskie;602;biłgorajski;602073;gm.m-w. Józefów;Zamojski;6706;2599;2492;38,7563;37,1608
26;świętokrzyskie;2605;konecki;2605043;gm.m-w. Radoszyce;Kielecki;8760;3431;3254;39,1667;37,1461
28;warmińsko-mazurskie;2811;nidzicki;2811022;gm.w Janowo;Olsztyński;2633;1025;978;38,929;37,1439
6;lubelskie;618;tomaszowski;618132;gm.w Ulhówek;Zamojski;4455;1725;1654;38,7205;37,1268
14;mazowieckie;1426;siedlecki;1426102;gm.w Suchożebry;Siedlecki;4652;1795;1727;38,5856;37,1238
12;małopolskie;1205;gorlicki;1205042;gm.w Gorlice;Nowosądecki;17271;6617;6411;38,3128;37,12
6;lubelskie;619;włodawski;619052;gm.w Urszulin;Chełmski;4164;1592;1545;38,2325;37,1037
18;podkarpackie;1820;tarnobrzeski;1820013;gm.m-w. Baranów Sandomierski;Tarnobrzeski;11770;4540;4367;38,5726;37,1028
16;opolskie;1611;strzelecki;1611073;gm.m-w. Zawadzkie;Opolski;11206;4239;4154;37,8279;37,0694
14;mazowieckie;1425;radomski;1425122;gm.w Wolanów;Radomski;8894;3442;3295;38,7002;37,0474
18;podkarpackie;1811;mielecki;1811052;gm.w Mielec;Rzeszowski;13445;5215;4980;38,7877;37,0398
6;lubelskie;606;krasnostawski;606052;gm.w Krasnystaw;Chełmski;8460;3303;3133;39,0426;37,0331
6;lubelskie;618;tomaszowski;618092;gm.w Tarnawatka;Zamojski;3885;1484;1438;38,1982;37,0142
20;podlaskie;2003;bielski;2003042;gm.w Boćki;Białostocki;4099;1565;1517;38,18;37,009
18;podkarpackie;1813;przemyski;1813102;gm.w Żurawica;Przemyski;12940;4953;4787;38,2767;36,9938
14;mazowieckie;1430;szydłowiecki;1430012;gm.w Chlewiska;Radomski;5865;2281;2167;38,8917;36,948
14;mazowieckie;1410;łosicki;1410032;gm.w Olszanka;Bialskopodlaski;2914;1114;1076;38,2292;36,9252
24;śląskie;2411;raciborski;2411072;gm.w Pietrowice Wielkie;Katowicki;6888;2641;2543;38,342;36,9193
16;opolskie;1611;strzelecki;1611022;gm.w Jemielnica;Opolski;7224;2731;2667;37,8045;36,9186
20;podlaskie;2012;suwalski;2012022;gm.w Filipów;Suwalski;4212;1598;1555;37,9392;36,9183
12;małopolskie;1216;tarnowski;1216013;gm.m-w. Ciężkowice;Tarnowski;11237;4285;4147;38,133;36,9049
6;lubelskie;602;biłgorajski;602053;gm.m-w. Frampol;Zamojski;6059;2299;2236;37,9436;36,9038
12;małopolskie;1210;nowosądecki;1210022;gm.w Chełmiec;Nowosądecki;28959;11045;10685;38,1401;36,897
30;wielkopolskie;3031;złotowski;3031082;gm.w Złotów;Pilski;10005;3800;3691;37,981;36,8916
20;podlaskie;2012;suwalski;2012062;gm.w Rutka-Tartak;Suwalski;2330;891;859;38,2403;36,867
10;łódzkie;1016;tomaszowski;1016032;gm.w Budziszewice;Piotrkowski;2161;842;796;38,9634;36,8348
14;mazowieckie;1426;siedlecki;1426042;gm.w Mokobody;Siedlecki;4922;1887;1813;38,3381;36,8346
6;lubelskie;620;zamojski;620102;gm.w Skierbieszów;Zamojski;5086;1957;1873;38,4782;36,8266
12;małopolskie;1205;gorlicki;1205033;gm.m-w. Bobowa;Nowosądecki;9805;3751;3610;38,256;36,818
6;lubelskie;620;zamojski;620092;gm.w Sitno;Zamojski;6719;2571;2473;38,2646;36,8061
12;małopolskie;1216;tarnowski;1216153;gm.m-w. Żabno;Tarnowski;18862;7197;6942;38,1561;36,8042
20;podlaskie;2002;białostocki;2002143;gm.m-w. Zabłudów;Białostocki;9386;3550;3454;37,8223;36,7995
18;podkarpackie;1819;strzyżowski;1819012;gm.w Czudec;Rzeszowski;11777;4495;4333;38,1676;36,7921
26;świętokrzyskie;2606;opatowski;2606072;gm.w Tarłów;Tarnobrzeski;5067;1967;1864;38,8198;36,7871
14;mazowieckie;1416;ostrowski;1416043;gm.m-w. Brok;Ostrołęcki;2780;1105;1022;39,7482;36,7626
28;warmińsko-mazurskie;2813;olecki;2813052;gm.w Świętajno;Suwalski;3906;1498;1435;38,3513;36,7384
14;mazowieckie;1425;radomski;1425132;gm.w Zakrzew;Radomski;13308;5114;4887;38,428;36,7223
6;lubelskie;620;zamojski;620052;gm.w Łabunie;Zamojski;6190;2378;2273;38,4168;36,7205
14;mazowieckie;1419;płocki;1419112;gm.w Słubice;Płocki;4415;1689;1621;38,2559;36,7157
16;opolskie;1603;kędzierzyńsko-kozielski;1603062;gm.w Reńska Wieś;Opolski;8299;3135;3046;37,7756;36,7032
20;podlaskie;2005;hajnowski;2005082;gm.w Narew;Białostocki;3417;1303;1253;38,1329;36,6696
16;opolskie;1608;oleski;1608033;gm.m-w. Olesno;Częstochowski;17640;6632;6468;37,5964;36,6667
14;mazowieckie;1410;łosicki;1410012;gm.w Huszlew;Bialskopodlaski;2780;1073;1019;38,5971;36,6547
20;podlaskie;2005;hajnowski;2005032;gm.w Czeremcha;Białostocki;3064;1176;1123;38,3812;36,6514
10;łódzkie;1001;bełchatowski;1001042;gm.w Kleszczów;Piotrkowski;6418;2424;2351;37,7688;36,6313
6;lubelskie;603;chełmski;603122;gm.w Wierzbica;Chełmski;5000;1899;1831;37,98;36,62
20;podlaskie;2011;sokólski;2011062;gm.w Nowy Dwór;Białostocki;2573;985;942;38,2822;36,611
6;lubelskie;607;kraśnicki;607083;gm.m-w. Urzędów;Lubelski;8453;3189;3094;37,7263;36,6024
22;pomorskie;2201;bytowski;2201052;gm.w Lipnica;Słupski;5202;1980;1903;38,0623;36,5821
14;mazowieckie;1436;zwoleński;1436042;gm.w Tczów;Radomski;4874;1878;1783;38,531;36,5819
6;lubelskie;620;zamojski;620133;gm.m-w. Szczebrzeszyn;Zamojski;11083;4218;4052;38,0583;36,5605
20;podlaskie;2011;sokólski;2011032;gm.w Korycin;Białostocki;3172;1189;1159;37,4842;36,5385
18;podkarpackie;1807;krośnieński;1807083;gm.m-w. Rymanów;Krośnieński;15877;5942;5799;37,4252;36,5245
6;lubelskie;618;tomaszowski;618082;gm.w Susiec;Zamojski;7384;2813;2696;38,0959;36,5114
14;mazowieckie;1425;radomski;1425052;gm.w Jedlińsk;Radomski;14623;5528;5339;37,8035;36,511
14;mazowieckie;1407;kozienicki;1407022;gm.w Głowaczów;Radomski;7060;2666;2577;37,762;36,5014
18;podkarpackie;1820;tarnobrzeski;1820022;gm.w Gorzyce;Tarnobrzeski;13050;4925;4763;37,7395;36,4981
20;podlaskie;2010;siemiatycki;2010023;gm.m-w. Drohiczyn;Białostocki;6146;2310;2240;37,5854;36,4465
6;lubelskie;609;lubelski;609152;gm.w Wysokie;Zamojski;4353;1645;1585;37,79;36,4117
16;opolskie;1608;oleski;1608023;gm.m-w. Gorzów Śląski;Częstochowski;7108;2690;2587;37,8447;36,3956
6;lubelskie;603;chełmski;603153;gm.m-w. Rejowiec;Chełmski;6295;2387;2291;37,919;36,394
6;lubelskie;618;tomaszowski;618042;gm.w Krynice;Zamojski;3204;1217;1166;37,9838;36,392
28;warmińsko-mazurskie;2816;piski;2816013;gm.m-w. Biała Piska;Suwalski;11534;4424;4195;38,3562;36,3707
2;dolnośląskie;204;górowski;204022;gm.w Jemielno;Leszczyński;2967;1113;1079;37,5126;36,3667
26;świętokrzyskie;2605;konecki;2605072;gm.w Smyków;Kielecki;3768;1447;1369;38,4023;36,3323
30;wielkopolskie;3007;kaliski;3007102;gm.w Szczytniki;Kaliski;7797;2946;2832;37,7838;36,3217
14;mazowieckie;1425;radomski;1425103;gm.m-w. Skaryszew;Radomski;14821;5618;5378;37,9057;36,2864
16;opolskie;1603;kędzierzyńsko-kozielski;1603042;gm.w Pawłowiczki;Opolski;7277;2715;2640;37,3093;36,2787
10;łódzkie;1014;sieradzki;1014032;gm.w Brąszewice;Sieradzki;4466;1676;1619;37,528;36,2517
18;podkarpackie;1813;przemyski;1813082;gm.w Przemyśl;Przemyski;10709;3998;3880;37,3331;36,2312
12;małopolskie;1210;nowosądecki;1210152;gm.w Rytro;Nowosądecki;3752;1386;1358;36,9403;36,194
6;lubelskie;618;tomaszowski;618072;gm.w Rachanie;Zamojski;5000;1849;1809;36,98;36,18
20;podlaskie;2012;suwalski;2012092;gm.w Wiżajny;Suwalski;2311;868;836;37,5595;36,1748
30;wielkopolskie;3013;leszczyński;3013062;gm.w Wijewo;Leszczyński;3863;1437;1397;37,1991;36,1636
18;podkarpackie;1811;mielecki;1811022;gm.w Borowa;Rzeszowski;5490;2086;1984;37,9964;36,1384
14;mazowieckie;1425;radomski;1425042;gm.w Jastrzębia;Radomski;7016;2644;2535;37,6853;36,1317
12;małopolskie;1210;nowosądecki;1210163;gm.m-w. Stary Sącz;Nowosądecki;23793;8841;8595;37,158;36,1241
14;mazowieckie;1430;szydłowiecki;1430042;gm.w Orońsko;Radomski;5953;2257;2149;37,9137;36,0994
12;małopolskie;1202;brzeski;1202062;gm.w Iwkowa;Tarnowski;6512;2461;2350;37,7918;36,0872
6;lubelskie;615;radzyński;615082;gm.w Wohyń;Bialskopodlaski;6501;2439;2346;37,5173;36,0868
20;podlaskie;2009;sejneński;2009032;gm.w Krasnopol;Suwalski;3756;1417;1354;37,7263;36,049
12;małopolskie;1201;bocheński;1201092;gm.w Żegocina;Tarnowski;5582;2072;2012;37,1193;36,0444
6;lubelskie;606;krasnostawski;606102;gm.w Siennica Różana;Chełmski;4118;1566;1484;38,0282;36,0369
6;lubelskie;610;łęczyński;610042;gm.w Milejów;Lubelski;9029;3388;3252;37,5235;36,0173
14;mazowieckie;1425;radomski;1425072;gm.w Kowala;Radomski;12273;4609;4419;37,554;36,0059
6;lubelskie;607;kraśnicki;607042;gm.w Gościeradów;Tarnobrzeski;7153;2721;2573;38,04;35,9709
6;lubelskie;612;opolski;612012;gm.w Chodel;Lubelski;6536;2450;2350;37,4847;35,9547
2;dolnośląskie;225;zgorzelecki;225043;gm.m-w. Pieńsk;Jeleniogórski;9025;3497;3244;38,7479;35,9446
6;lubelskie;601;bialski;601032;gm.w Biała Podlaska;Bialskopodlaski;14542;5389;5224;37,0582;35,9235
6;lubelskie;620;zamojski;620122;gm.w Sułów;Zamojski;4401;1658;1580;37,6733;35,9009
6;lubelskie;611;łukowski;611032;gm.w Adamów;Siedlecki;5511;2071;1976;37,5794;35,8556
6;lubelskie;607;kraśnicki;607092;gm.w Wilkołaz;Lubelski;5510;2031;1975;36,8603;35,8439
20;podlaskie;2008;moniecki;2008013;gm.m-w. Goniądz;Łomżyński;4897;1803;1755;36,8185;35,8383
6;lubelskie;618;tomaszowski;618112;gm.w Tomaszów Lubelski;Zamojski;11292;4227;4046;37,4336;35,8307
14;mazowieckie;1422;przasnyski;1422023;gm.m-w. Chorzele;Ostrołęcki;10075;3817;3609;37,8859;35,8213
24;śląskie;2405;gliwicki;2405082;gm.w Wielowieś;Katowicki;5821;2193;2085;37,6739;35,8186
6;lubelskie;603;chełmski;603092;gm.w Ruda-Huta;Chełmski;4474;1657;1602;37,0362;35,8069
12;małopolskie;1216;tarnowski;1216053;gm.m-w. Radłów;Tarnowski;9604;3568;3437;37,1512;35,7872
10;łódzkie;1014;sieradzki;1014062;gm.w Goszczanów;Sieradzki;5419;2011;1938;37,1102;35,7631
6;lubelskie;603;chełmski;603113;gm.m-w. Siedliszcze;Chełmski;6768;2517;2420;37,1897;35,7565
14;mazowieckie;1410;łosicki;1410062;gm.w Stara Kornica;Bialskopodlaski;4696;1762;1679;37,5213;35,7538
14;mazowieckie;1409;lipski;1409012;gm.w Chotcza;Radomski;2333;873;834;37,4196;35,748
20;podlaskie;2010;siemiatycki;2010052;gm.w Mielnik;Białostocki;2298;851;821;37,0322;35,7267
6;lubelskie;607;kraśnicki;607072;gm.w Trzydnik Duży;Tarnobrzeski;6390;2377;2281;37,1987;35,6964
18;podkarpackie;1814;przeworski;1814022;gm.w Adamówka;Przemyski;4025;1526;1436;37,913;35,677
20;podlaskie;2003;bielski;2003072;gm.w Rudka;Białostocki;1851;697;660;37,6553;35,6564
12;małopolskie;1207;limanowski;1207042;gm.w Jodłownik;Nowosądecki;8717;3211;3108;36,8361;35,6545
12;małopolskie;1207;limanowski;1207122;gm.w Tymbark;Nowosądecki;6608;2454;2354;37,1368;35,6235
14;mazowieckie;1434;wołomiński;1434082;gm.w Poświętne;Siedlecki;6239;2324;2221;37,2496;35,5987
16;opolskie;1605;krapkowicki;1605032;gm.w Strzeleczki;Opolski;7341;2682;2613;36,5345;35,5946
18;podkarpackie;1811;mielecki;1811062;gm.w Padew Narodowa;Tarnobrzeski;5358;1989;1907;37,1221;35,5916
14;mazowieckie;1433;węgrowski;1433022;gm.w Grębków;Siedlecki;4401;1647;1566;37,4233;35,5828
18;podkarpackie;1816;rzeszowski;1816102;gm.w Lubenia;Rzeszowski;6432;2357;2283;36,6449;35,4944
26;świętokrzyskie;2604;kielecki;2604112;gm.w Mniów;Kielecki;9341;3461;3314;37,0517;35,478
22;pomorskie;2207;kwidzyński;2207022;gm.w Gardeja;Elbląski;8387;3151;2973;37,57;35,4477
12;małopolskie;1204;dąbrowski;1204073;gm.m-w. Szczucin;Tarnowski;13103;4821;4641;36,7931;35,4194
28;warmińsko-mazurskie;2810;mrągowski;2810052;gm.w Sorkwity;Olsztyński;4480;1728;1585;38,5714;35,3795
14;mazowieckie;1436;zwoleński;1436012;gm.w Kazanów;Radomski;4475;1661;1583;37,1173;35,3743
18;podkarpackie;1804;jarosławski;1804042;gm.w Jarosław;Przemyski;13228;4891;4678;36,9746;35,3644
12;małopolskie;1210;nowosądecki;1210092;gm.w Łącko;Nowosądecki;16579;6127;5862;36,9564;35,358
18;podkarpackie;1805;jasielski;1805092;gm.w Skołyszyn;Krośnieński;12518;4551;4425;36,3556;35,3491
18;podkarpackie;1813;przemyski;1813062;gm.w Medyka;Przemyski;6559;2412;2316;36,7739;35,3103
14;mazowieckie;1425;radomski;1425082;gm.w Pionki;Radomski;9932;3695;3507;37,203;35,3101
22;pomorskie;2213;starogardzki;2213132;gm.w Zblewo;Gdański;11959;4376;4220;36,5917;35,2872
20;podlaskie;2009;sejneński;2009052;gm.w Sejny;Suwalski;3933;1437;1387;36,537;35,2657
6;lubelskie;616;rycki;616022;gm.w Kłoczew;Siedlecki;7125;2591;2510;36,3649;35,2281
18;podkarpackie;1816;rzeszowski;1816052;gm.w Dynów;Przemyski;6836;2469;2405;36,1176;35,1814
6;lubelskie;603;chełmski;603032;gm.w Chełm;Chełmski;15099;5500;5308;36,4263;35,1546
6;lubelskie;602;biłgorajski;602112;gm.w Potok Górny;Zamojski;5314;1919;1868;36,1122;35,1524
22;pomorskie;2212;słupski;2212042;gm.w Główczyce;Słupski;8880;3242;3121;36,509;35,1464
28;warmińsko-mazurskie;2805;ełcki;2805032;gm.w Kalinowo;Suwalski;6670;2426;2344;36,3718;35,1424
12;małopolskie;1216;tarnowski;1216162;gm.w Szerzyny;Tarnowski;7888;2848;2767;36,1055;35,0786
18;podkarpackie;1802;brzozowski;1802013;gm.m-w. Brzozów;Krośnieński;26553;9625;9314;36,2483;35,077
10;łódzkie;1001;bełchatowski;1001052;gm.w Kluki;Piotrkowski;4418;1602;1549;36,2608;35,0611
12;małopolskie;1210;nowosądecki;1210042;gm.w Grybów;Nowosądecki;25618;9270;8981;36,1855;35,0574
12;małopolskie;1210;nowosądecki;1210052;gm.w Kamionka Wielka;Nowosądecki;10485;3806;3673;36,2995;35,031
12;małopolskie;1210;nowosądecki;1210032;gm.w Gródek nad Dunajcem;Nowosądecki;9243;3361;3237;36,3627;35,0211
20;podlaskie;2001;augustowski;2001052;gm.w Nowinka;Suwalski;2942;1065;1030;36,1999;35,0102
18;podkarpackie;1813;przemyski;1813072;gm.w Orły;Przemyski;8873;3267;3105;36,8196;34,9938
6;lubelskie;607;kraśnicki;607062;gm.w Szastarka;Tarnobrzeski;5733;2071;2006;36,1242;34,9904
6;lubelskie;609;lubelski;609022;gm.w Borzechów;Lubelski;3777;1372;1321;36,3251;34,9748
22;pomorskie;2215;wejherowski;2215062;gm.w Linia;Gdański;6459;2345;2259;36,3059;34,9745
20;podlaskie;2008;moniecki;2008043;gm.m-w. Knyszyn;Białostocki;4713;1698;1648;36,028;34,9671
18;podkarpackie;1813;przemyski;1813032;gm.w Fredropol;Przemyski;5393;1983;1885;36,7699;34,9527
18;podkarpackie;1820;tarnobrzeski;1820043;gm.m-w. Nowa Dęba;Tarnobrzeski;17890;6436;6253;35,9754;34,9525
6;lubelskie;605;janowski;605012;gm.w Batorz;Tarnobrzeski;3227;1189;1127;36,8454;34,9241
6;lubelskie;613;parczewski;613012;gm.w Dębowa Kłoda;Bialskopodlaski;3880;1402;1352;36,134;34,8454
20;podlaskie;2012;suwalski;2012032;gm.w Jeleniewo;Suwalski;3156;1131;1099;35,8365;34,8226
18;podkarpackie;1804;jarosławski;1804032;gm.w Chłopice;Przemyski;5524;2025;1923;36,6582;34,8117
18;podkarpackie;1813;przemyski;1813023;gm.m-w. Dubiecko;Przemyski;9139;3281;3181;35,9011;34,8069
20;podlaskie;2012;suwalski;2012052;gm.w Raczki;Suwalski;5860;2150;2037;36,6894;34,7611
12;małopolskie;1207;limanowski;1207032;gm.w Dobra;Nowosądecki;10037;3613;3487;35,9968;34,7415
18;podkarpackie;1805;jasielski;1805042;gm.w Jasło;Krośnieński;16227;5782;5636;35,632;34,7322
6;lubelskie;601;bialski;601172;gm.w Tuczna;Bialskopodlaski;2958;1047;1027;35,3955;34,7194
12;małopolskie;1211;nowotarski;1211082;gm.w Łapsze Niżne;Nowosądecki;9355;3318;3247;35,4677;34,7087
18;podkarpackie;1807;krośnieński;1807072;gm.w Miejsce Piastowe;Krośnieński;13705;4941;4756;36,0525;34,7027
18;podkarpackie;1810;łańcucki;1810022;gm.w Białobrzegi;Rzeszowski;8733;3120;3028;35,7266;34,6731
14;mazowieckie;1415;ostrołęcki;1415012;gm.w Baranowo;Ostrołęcki;6460;2397;2239;37,1053;34,6594
18;podkarpackie;1801;bieszczadzki;1801083;gm.m-w. Ustrzyki Dolne;Krośnieński;17074;6195;5916;36,2832;34,6492
20;podlaskie;2013;wysokomazowiecki;2013072;gm.w Nowe Piekuty;Łomżyński;3816;1374;1322;36,0063;34,6436
